session_key,meeting_key,driver_number,lap_number,gap_to_leader,interval
202412311,1231,23,1,3.899,0.347
202412311,1231,10,1,4.157,0.258
202412311,1231,7,1,4.567,0.411
202412311,1231,22,1,4.687,0.119
202412311,1231,20,1,5.175,0.489
202412311,1231,31,1,5.669,0.494
202412311,1231,87,1,6.025,0.356
202412311,1231,27,1,6.297,0.272
202412311,1231,5,1,6.78,0.483
202412311,1231,16,2,0.0,0.0
202412311,1231,44,2,0.61,0.61
202412311,1231,4,2,0.908,0.298
202412311,1231,81,2,1.28,0.372
202412311,1231,1,2,1.65,0.37
202412311,1231,30,2,2.333,0.683
202412311,1231,63,2,3.22,0.887
202412311,1231,12,2,3.795,0.575
202412311,1231,14,2,4.616,0.821
202412311,1231,18,2,5.571,0.955
202412311,1231,55,2,5.808,0.238
202412311,1231,23,2,6.091,0.283
202412311,1231,10,2,6.457,0.366
202412311,1231,7,2,6.946,0.489
202412311,1231,22,2,7.214,0.267
202412311,1231,20,2,7.805,0.591
202412311,1231,31,2,8.638,0.833
202412311,1231,87,2,9.089,0.452
202412311,1231,27,2,9.987,0.898
202412311,1231,5,2,10.762,0.774
202412311,1231,16,3,0.0,0.0
202412311,1231,44,3,1.021,1.021
202412311,1231,4,3,2.113,1.091
202412311,1231,81,3,2.44,0.328
202412311,1231,1,3,3.349,0.908
202412311,1231,30,3,4.589,1.24
202412311,1231,63,3,5.07,0.481
202412311,1231,12,3,6.367,1.298
202412311,1231,14,3,7.492,1.124
202412311,1231,18,3,8.779,1.287
202412311,1231,55,3,9.079,0.3
202412311,1231,23,3,9.806,0.727
202412311,1231,10,3,10.753,0.947
202412311,1231,7,3,12.152,1.398
202412311,1231,22,3,13.114,0.962
202412311,1231,20,3,13.717,0.603
202412311,1231,31,3,14.166,0.449
202412311,1231,87,3,14.974,0.809
202412311,1231,27,3,16.301,1.327
202412311,1231,5,3,16.676,0.375
202412311,1231,16,4,0.0,0.0
202412311,1231,44,4,1.944,1.944
202412311,1231,4,4,3.572,1.627
202412311,1231,81,4,4.108,0.536
202412311,1231,1,4,4.921,0.813
202412311,1231,30,4,6.261,1.339
202412311,1231,63,4,8.075,1.814
202412311,1231,12,4,9.062,0.987
202412311,1231,14,4,10.846,1.784
202412311,1231,18,4,12.551,1.705
202412311,1231,55,4,14.381,1.83
202412311,1231,23,4,15.58,1.2
202412311,1231,10,4,16.362,0.782
202412311,1231,7,4,17.264,0.902
202412311,1231,22,4,17.713,0.449
202412311,1231,20,4,18.849,1.137
202412311,1231,31,4,20.797,1.948
202412311,1231,87,4,22.163,1.366
202412311,1231,27,4,22.59,0.427
202412311,1231,5,4,23.403,0.813
202412311,1231,16,5,0.0,0.0
202412311,1231,44,5,1.798,1.798
202412311,1231,4,5,3.036,1.238
202412311,1231,81,5,4.383,1.347
202412311,1231,1,5,6.368,1.985
202412311,1231,30,5,8.056,1.688
202412311,1231,63,5,9.58,1.524
202412311,1231,12,5,11.185,1.605
202412311,1231,14,5,13.108,1.922
202412311,1231,18,5,13.733,0.625
202412311,1231,55,5,15.749,2.016
202412311,1231,23,5,16.953,1.205
202412311,1231,10,5,18.301,1.347
202412311,1231,7,5,19.742,1.442
202412311,1231,22,5,21.98,2.238
202412311,1231,20,5,23.379,1.399
202412311,1231,31,5,24.583,1.203
202412311,1231,87,5,26.288,1.705
202412311,1231,27,5,28.549,2.261
202412311,1231,5,5,29.519,0.969
202412321,1232,16,1,0.0,0.0
202412321,1232,44,1,0.107,0.107
202412321,1232,4,1,0.505,0.398
202412321,1232,81,1,0.73,0.225
202412321,1232,1,1,0.967,0.237
202412321,1232,30,1,1.371,0.404
202412321,1232,63,1,1.507,0.136
202412321,1232,12,1,1.99,0.483
202412321,1232,14,1,2.151,0.16
202412321,1232,18,1,2.252,0.102
202412321,1232,55,1,2.704,0.452
202412321,1232,23,1,3.186,0.482
202412321,1232,10,1,3.291,0.105
202412321,1232,7,1,3.687,0.396
202412321,1232,22,1,4.027,0.34
202412321,1232,20,1,4.511,0.484
202412321,1232,31,1,4.95,0.438
202412321,1232,87,1,5.264,0.314
202412321,1232,27,1,5.51,0.246
202412321,1232,5,1,5.947,0.437
202412321,1232,16,2,0.0,0.0
202412321,1232,44,2,0.296,0.296
202412321,1232,4,2,0.549,0.253
202412321,1232,81,2,0.974,0.425
202412321,1232,1,2,1.717,0.743
202412321,1232,30,2,2.708,0.99
202412321,1232,63,2,3.366,0.659
202412321,1232,12,2,4.267,0.901
202412321,1232,14,2,4.737,0.47
202412321,1232,18,2,5.594,0.857
202412321,1232,55,2,6.333,0.739
202412321,1232,23,2,7.207,0.874
202412321,1232,10,2,8.158,0.951
202412321,1232,7,2,8.694,0.536
202412321,1232,22,2,9.104,0.41
202412321,1232,20,2,9.641,0.537
202412321,1232,31,2,10.339,0.698
202412321,1232,87,2,10.762,0.423
202412321,1232,27,2,11.173,0.411
202412321,1232,5,2,12.075,0.902
202412321,1232,16,3,0.0,0.0
202412321,1232,44,3,0.911,0.911
202412321,1232,4,3,1.812,0.901
202412321,1232,81,3,2.995,1.182
202412321,1232,1,3,4.476,1.481
202412321,1232,30,3,4.787,0.311
202412321,1232,63,3,5.55,0.762
202412321,1232,12,3,6.0,0.45
202412321,1232,14,3,6.471,0.47
202412321,1232,18,3,7.115,0.644
202412321,1232,55,3,7.98,0.866
202412321,1232,23,3,9.204,1.224
202412321,1232,10,3,10.0,0.795
202412321,1232,7,3,11.278,1.279
202412321,1232,22,3,11.782,0.503
202412321,1232,20,3,12.098,0.316
202412321,1232,31,3,13.235,1.137
202412321,1232,87,3,14.683,1.448
202412321,1232,27,3,15.44,0.758
202412321,1232,5,3,16.336,0.896
202412321,1232,16,4,0.0,0.0
202412321,1232,44,4,1.211,1.211
202412321,1232,4,4,1.832,0.621
202412321,1232,81,4,3.494,1.662
202412321,1232,1,4,4.357,0.863
202412321,1232,30,4,5.561,1.204
202412321,1232,63,4,7.043,1.483
202412321,1232,12,4,8.476,1.433
202412321,1232,14,4,9.316,0.841
202412321,1232,18,4,9.987,0.671
202412321,1232,55,4,11.811,1.824
202412321,1232,23,4,12.381,0.57
202412321,1232,10,4,14.372,1.991
202412321,1232,7,4,15.859,1.487
202412321,1232,22,4,17.786,1.927
202412321,1232,20,4,19.532,1.745
202412321,1232,31,4,20.013,0.481
202412321,1232,87,4,21.283,1.27
202412321,1232,27,4,23.232,1.95
202412321,1232,5,4,23.662,0.43
202412321,1232,16,5,0.0,0.0
202412321,1232,44,5,2.34,2.34
202412321,1232,4,5,4.17,1.83
202412321,1232,81,5,6.128,1.957
202412321,1232,1,5,7.037,0.909
202412321,1232,30,5,9.341,2.305
202412321,1232,63,5,11.614,2.273
202412321,1232,12,5,13.655,2.041
202412321,1232,14,5,15.47,1.815
202412321,1232,18,5,16.012,0.542
202412321,1232,55,5,17.356,1.344
202412321,1232,23,5,18.241,0.885
202412321,1232,10,5,19.742,1.502
202412321,1232,7,5,20.34,0.598
202412321,1232,22,5,21.006,0.666
202412321,1232,20,5,22.618,1.612
202412321,1232,31,5,23.785,1.167
202412321,1232,87,5,25.517,1.732
202412321,1232,27,5,27.378,1.861
202412321,1232,5,5,29.094,1.716
202412331,1233,16,1,0.0,0.0
202412331,1233,44,1,0.459,0.459
202412331,1233,4,1,0.852,0.393
202412331,1233,81,1,0.959,0.107
202412331,1233,1,1,1.171,0.212
202412331,1233,30,1,1.615,0.444
202412331,1233,63,1,1.855,0.24
202412331,1233,12,1,2.132,0.277
202412331,1233,14,1,2.448,0.316
202412331,1233,18,1,2.861,0.413
202412331,1233,55,1,3.179,0.318
202412331,1233,23,1,3.576,0.397
202412331,1233,10,1,3.841,0.265
202412331,1233,7,1,4.121,0.28
202412331,1233,22,1,4.614,0.493
202412331,1233,20,1,4.837,0.223
202412331,1233,31,1,5.284,0.447
202412331,1233,87,1,5.625,0.341
202412331,1233,27,1,5.894,0.269
202412331,1233,5,1,6.354,0.46
202412331,1233,16,2,0.0,0.0
202412331,1233,44,2,0.714,0.714
202412331,1233,4,2,1.379,0.665
202412331,1233,81,2,1.642,0.264
202412331,1233,1,2,1.876,0.233
202412331,1233,30,2,2.379,0.504
202412331,1233,63,2,3.23,0.851
202412331,1233,12,2,3.681,0.451
202412331,1233,14,2,4.25,0.568
202412331,1233,18,2,4.901,0.651
202412331,1233,55,2,5.644,0.743
202412331,1233,23,2,6.123,0.479
202412331,1233,10,2,7.119,0.996
202412331,1233,7,2,7.606,0.487
202412331,1233,22,2,7.99,0.384
202412331,1233,20,2,8.877,0.887
202412331,1233,31,2,9.168,0.291
202412331,1233,87,2,9.628,0.46
202412331,1233,27,2,10.419,0.791
202412331,1233,5,2,10.796,0.377
202412331,1233,16,3,0.0,0.0
202412331,1233,44,3,1.429,1.429
202412331,1233,4,3,1.967,0.538
202412331,1233,81,3,2.494,0.527
202412331,1233,1,3,3.649,1.155
202412331,1233,30,3,5.127,1.477
202412331,1233,63,3,5.773,0.646
202412331,1233,12,3,6.544,0.771
202412331,1233,14,3,7.798,1.255
202412331,1233,18,3,9.198,1.4
202412331,1233,55,3,9.877,0.679
202412331,1233,23,3,11.189,1.312
202412331,1233,10,3,12.597,1.408
202412331,1233,7,3,13.72,1.124
202412331,1233,22,3,14.251,0.531
202412331,1233,20,3,15.246,0.995
202412331,1233,31,3,16.093,0.847
202412331,1233,87,3,17.264,1.171
202412331,1233,27,3,17.615,0.351
202412331,1233,5,3,19.051,1.436
202412331,1233,16,4,0.0,0.0
202412331,1233,44,4,1.873,1.873
202412331,1233,4,4,2.319,0.446
202412331,1233,81,4,3.796,1.478
202412331,1233,1,4,4.696,0.899
202412331,1233,30,4,5.593,0.898
202412331,1233,63,4,6.697,1.104
202412331,1233,12,4,8.633,1.936
202412331,1233,14,4,9.043,0.409
202412331,1233,18,4,9.563,0.521
202412331,1233,55,4,11.279,1.716
202412331,1233,23,4,12.53,1.251
202412331,1233,10,4,14.425,1.895
202412331,1233,7,4,14.9,0.474
202412331,1233,22,4,15.816,0.916
202412331,1233,20,4,17.261,1.446
202412331,1233,31,4,17.803,0.542
202412331,1233,87,4,19.137,1.334
202412331,1233,27,4,20.202,1.066
202412331,1233,5,4,21.089,0.887
202412331,1233,16,5,0.0,0.0
202412331,1233,44,5,2.084,2.084
202412331,1233,4,5,2.911,0.828
202412331,1233,81,5,3.455,0.543
202412331,1233,1,5,4.113,0.659
202412331,1233,30,5,5.391,1.278
202412331,1233,63,5,6.861,1.47
202412331,1233,12,5,8.861,2.0
202412331,1233,14,5,10.691,1.83
202412331,1233,18,5,12.56,1.868
202412331,1233,55,5,14.864,2.305
202412331,1233,23,5,16.196,1.331
202412331,1233,10,5,18.595,2.399
202412331,1233,7,5,20.46,1.865
202412331,1233,22,5,21.304,0.845
202412331,1233,20,5,22.863,1.559
202412331,1233,31,5,25.092,2.228
202412331,1233,87,5,26.742,1.651
202412331,1233,27,5,28.018,1.276
202412331,1233,5,5,29.962,1.944
202412341,1234,16,1,0.0,0.0
202412341,1234,44,1,0.338,0.338
202412341,1234,4,1,0.492,0.154
202412341,1234,81,1,0.835,0.343
202412341,1234,1,1,1.244,0.409
202412341,1234,30,1,1.566,0.321
202412341,1234,63,1,1.779,0.213
202412341,1234,12,1,2.026,0.247
202412341,1234,14,1,2.33,0.304
202412341,1234,18,1,2.665,0.335
202412341,1234,55,1,2.868,0.203
202412341,1234,23,1,3.085,0.217
202412341,1234,10,1,3.271,0.186
202412341,1234,7,1,3.572,0.301
202412341,1234,22,1,3.91,0.337
202412341,1234,20,1,4.054,0.145
202412341,1234,31,1,4.319,0.265
202412341,1234,87,1,4.423,0.103
202412341,1234,27,1,4.54,0.117
202412341,1234,5,1,4.711,0.172
202412341,1234,16,2,0.0,0.0
202412341,1234,44,2,0.67,0.67
202412341,1234,4,2,1.094,0.424
202412341,1234,81,2,1.575,0.481
202412341,1234,1,2,2.251,0.675
202412341,1234,30,2,2.975,0.725
202412341,1234,63,2,3.873,0.898
202412341,1234,12,2,4.788,0.915
202412341,1234,14,2,5.173,0.385
202412341,1234,18,2,5.651,0.478
202412341,1234,55,2,6.192,0.541
202412341,1234,23,2,6.556,0.364
202412341,1234,10,2,7.548,0.992
202412341,1234,7,2,8.263,0.716
202412341,1234,22,2,8.835,0.571
202412341,1234,20,2,9.116,0.281
202412341,1234,31,2,9.506,0.39
202412341,1234,87,2,9.922,0.416
202412341,1234,27,2,10.648,0.726
202412341,1234,5,2,11.377,0.73
202412341,1234,16,3,0.0,0.0
202412341,1234,44,3,0.46,0.46
202412341,1234,4,3,1.149,0.689
202412341,1234,81,3,2.365,1.217
202412341,1234,1,3,2.777,0.411
202412341,1234,30,3,3.087,0.31
202412341,1234,63,3,3.559,0.472
202412341,1234,12,3,4.315,0.756
202412341,1234,14,3,5.094,0.779
202412341,1234,18,3,6.378,1.284
202412341,1234,55,3,6.736,0.358
202412341,1234,23,3,7.781,1.044
202412341,1234,10,3,8.384,0.604
202412341,1234,7,3,8.88,0.496
202412341,1234,22,3,9.529,0.65
202412341,1234,20,3,10.94,1.41
202412341,1234,31,3,12.314,1.374
202412341,1234,87,3,13.663,1.35
202412341,1234,27,3,14.746,1.083
202412341,1234,5,3,15.053,0.307
202412341,1234,16,4,0.0,0.0
202412341,1234,44,4,1.684,1.684
202412341,1234,4,4,2.957,1.273
202412341,1234,81,4,4.176,1.219
202412341,1234,1,4,5.134,0.958
202412341,1234,30,4,5.932,0.797
202412341,1234,63,4,7.29,1.359
202412341,1234,12,4,9.058,1.768
202412341,1234,14,4,11.023,1.964
202412341,1234,18,4,12.267,1.244
202412341,1234,55,4,14.069,1.802
202412341,1234,23,4,15.047,0.978
202412341,1234,10,4,16.871,1.824
202412341,1234,7,4,18.761,1.889
202412341,1234,22,4,20.612,1.852
202412341,1234,20,4,21.979,1.366
202412341,1234,31,4,22.868,0.89
202412341,1234,87,4,24.339,1.471
202412341,1234,27,4,25.737,1.398
202412341,1234,5,4,26.898,1.161
202412341,1234,16,5,0.0,0.0
202412341,1234,44,5,1.545,1.545
202412341,1234,4,5,3.415,1.87
202412341,1234,81,5,5.059,1.644
202412341,1234,1,5,7.303,2.244
202412341,1234,30,5,8.66,1.357
202412341,1234,63,5,9.499,0.839
202412341,1234,12,5,11.723,2.224
202412341,1234,14,5,13.703,1.979
202412341,1234,18,5,14.77,1.068
202412341,1234,55,5,15.34,0.57
202412341,1234,23,5,16.913,1.573
202412341,1234,10,5,18.612,1.699
202412341,1234,7,5,19.614,1.002
202412341,1234,22,5,21.057,1.443
202412341,1234,20,5,22.716,1.658
202412341,1234,31,5,23.533,0.818
202412341,1234,87,5,25.731,2.198
202412341,1234,27,5,26.586,0.855
202412341,1234,5,5,27.336,0.75
202412351,1235,16,1,0.0,0.0
202412351,1235,44,1,0.279,0.279
202412351,1235,4,1,0.64,0.362
202412351,1235,81,1,0.808,0.168
202412351,1235,1,1,1.097,0.289
202412351,1235,30,1,1.4,0.303
202412351,1235,63,1,1.698,0.298
202412351,1235,12,1,2.115,0.417
202412351,1235,14,1,2.357,0.242
202412351,1235,18,1,2.848,0.491
202412351,1235,55,1,3.15,0.302
202412351,1235,23,1,3.405,0.255
202412351,1235,10,1,3.812,0.407
202412351,1235,7,1,4.088,0.276
202412351,1235,22,1,4.275,0.187
202412351,1235,20,1,4.689,0.414
202412351,1235,31,1,4.812,0.124
202412351,1235,87,1,5.229,0.417
202412351,1235,27,1,5.523,0.294
202412351,1235,5,1,5.655,0.131
202412351,1235,16,2,0.0,0.0
202412351,1235,44,2,0.833,0.833
202412351,1235,4,2,1.713,0.88
202412351,1235,81,2,2.282,0.569
202412351,1235,1,2,2.54,0.258
202412351,1235,30,2,3.332,0.793
202412351,1235,63,2,3.883,0.551
202412351,1235,12,2,4.761,0.878
202412351,1235,14,2,5.019,0.259
202412351,1235,18,2,5.762,0.743
202412351,1235,55,2,6.433,0.671
202412351,1235,23,2,7.204,0.771
202412351,1235,10,2,7.515,0.311
202412351,1235,7,2,8.31,0.795
202412351,1235,22,2,9.081,0.771
202412351,1235,20,2,9.988,0.907
202412351,1235,31,2,10.932,0.945
202412351,1235,87,2,11.652,0.72
202412351,1235,27,2,12.329,0.677
202412351,1235,5,2,12.672,0.342
202412351,1235,16,3,0.0,0.0
202412351,1235,44,3,1.144,1.144
202412351,1235,4,3,1.967,0.823
202412351,1235,81,3,3.244,1.277
202412351,1235,1,3,4.608,1.364
202412351,1235,30,3,6.069,1.461
202412351,1235,63,3,6.594,0.524
202412351,1235,12,3,6.935,0.341
202412351,1235,14,3,7.407,0.473
202412351,1235,18,3,7.709,0.302
202412351,1235,55,3,8.386,0.677
202412351,1235,23,3,9.308,0.922
202412351,1235,10,3,9.687,0.379
202412351,1235,7,3,10.384,0.697
202412351,1235,22,3,11.018,0.633
202412351,1235,20,3,12.142,1.125
202412351,1235,31,3,13.169,1.027
202412351,1235,87,3,14.563,1.394
202412351,1235,27,3,15.713,1.15
202412351,1235,5,3,17.052,1.339
202412351,1235,16,4,0.0,0.0
202412351,1235,44,4,0.407,0.407
202412351,1235,4,4,1.089,0.683
202412351,1235,81,4,1.977,0.887
202412351,1235,1,4,2.577,0.6
202412351,1235,30,4,3.664,1.087
202412351,1235,63,4,5.652,1.989
202412351,1235,12,4,6.607,0.954
202412351,1235,14,4,7.525,0.919
202412351,1235,18,4,9.204,1.679
202412351,1235,55,4,10.324,1.12
202412351,1235,23,4,11.216,0.892
202412351,1235,10,4,12.19,0.974
202412351,1235,7,4,13.17,0.98
202412351,1235,22,4,13.691,0.52
202412351,1235,20,4,15.074,1.384
202412351,1235,31,4,16.887,1.812
202412351,1235,87,4,18.047,1.16
202412351,1235,27,4,19.299,1.252
202412351,1235,5,4,20.687,1.388
202412351,1235,16,5,0.0,0.0
202412351,1235,44,5,2.338,2.338
202412351,1235,4,5,3.615,1.277
202412351,1235,81,5,6.044,2.428
202412351,1235,1,5,7.476,1.432
202412351,1235,30,5,9.485,2.009
202412351,1235,63,5,10.673,1.187
202412351,1235,12,5,11.53,0.857
202412351,1235,14,5,12.312,0.782
202412351,1235,18,5,14.219,1.908
202412351,1235,55,5,15.175,0.956
202412351,1235,23,5,15.833,0.658
202412351,1235,10,5,16.394,0.561
202412351,1235,7,5,17.104,0.71
202412351,1235,22,5,18.809,1.705
202412351,1235,20,5,20.261,1.451
202412351,1235,31,5,21.673,1.413
202412351,1235,87,5,22.424,0.751
202412351,1235,27,5,22.984,0.559
202412351,1235,5,5,23.643,0.659
202412361,1236,16,1,0.0,0.0
202412361,1236,44,1,0.41,0.41
202412361,1236,4,1,0.581,0.171
202412361,1236,81,1,0.861,0.28
202412361,1236,1,1,1.168,0.307
202412361,1236,30,1,1.649,0.481
202412361,1236,63,1,1.785,0.136
202412361,1236,12,1,1.963,0.178
202412361,1236,14,1,2.203,0.24
202412361,1236,18,1,2.339,0.136
202412361,1236,55,1,2.666,0.326
202412361,1236,23,1,2.781,0.115
202412361,1236,10,1,3.05,0.269
202412361,1236,7,1,3.307,0.257
202412361,1236,22,1,3.428,0.121
202412361,1236,20,1,3.65,0.222
202412361,1236,31,1,3.915,0.265
202412361,1236,87,1,4.155,0.24
202412361,1236,27,1,4.444,0.289
202412361,1236,5,1,4.91,0.466
202412361,1236,16,2,0.0,0.0
202412361,1236,44,2,0.864,0.864
202412361,1236,4,2,1.449,0.586
202412361,1236,81,2,1.808,0.359
202412361,1236,1,2,2.54,0.732
202412361,1236,30,2,2.822,0.282
202412361,1236,63,2,3.226,0.404
202412361,1236,12,2,4.065,0.839
202412361,1236,14,2,4.72,0.655
202412361,1236,18,2,5.156,0.436
202412361,1236,55,2,5.74,0.584
202412361,1236,23,2,6.027,0.288
202412361,1236,10,2,6.773,0.746
