session_key,meeting_key,driver_number,position,points,grid_position,status
202312431,1243,31,13,0,8,Finished
202312431,1243,23,14,0,2,Finished
202312431,1243,22,15,0,7,Finished
202312431,1243,27,16,0,14,Finished
202312431,1243,5,17,0,20,Finished
202312431,1243,20,18,0,1,Finished
202312431,1243,10,19,0,8,Finished
202312431,1243,87,20,0,4,Finished
202312441,1244,44,1,25,5,Finished
202312441,1244,16,2,18,4,Finished
202312441,1244,30,3,15,6,Finished
202312441,1244,1,4,0,12,Finished
202312441,1244,23,5,0,9,Finished
202312441,1244,14,6,0,19,Finished
202312441,1244,55,7,0,13,Finished
202312441,1244,12,8,0,19,Finished
202312441,1244,81,9,0,20,Finished
202312441,1244,4,10,0,8,Finished
202312441,1244,63,11,0,3,Finished
202312441,1244,22,12,0,15,Finished
202312441,1244,20,13,0,12,Finished
202312441,1244,10,14,0,14,Finished
202312441,1244,18,15,0,14,Finished
202312441,1244,7,16,0,9,Finished
202312441,1244,27,17,0,3,Finished
202312441,1244,31,18,0,16,Finished
202312441,1244,5,19,0,17,Finished
202312441,1244,87,20,0,8,Finished
202312451,1245,81,1,25,2,Finished
202312451,1245,44,2,18,8,Finished
202312451,1245,1,3,15,8,Finished
202312451,1245,63,4,0,20,Finished
202312451,1245,4,5,0,19,Finished
202312451,1245,12,6,0,16,Finished
202312451,1245,16,7,0,7,Finished
202312451,1245,30,8,0,20,Finished
202312451,1245,31,9,0,16,Finished
202312451,1245,18,10,0,11,Finished
202312451,1245,14,11,0,19,Finished
202312451,1245,55,12,0,11,Finished
202312451,1245,23,13,0,8,Finished
202312451,1245,7,14,0,18,Finished
202312451,1245,10,15,0,13,Finished
202312451,1245,27,16,0,2,Finished
202312451,1245,5,17,0,14,Finished
202312451,1245,20,18,0,11,Finished
202312451,1245,22,19,0,10,Finished
202312451,1245,87,20,0,12,Finished
202312461,1246,63,1,25,19,Finished
202312461,1246,1,2,18,14,Finished
202312461,1246,12,3,15,18,Finished
202312461,1246,44,4,0,5,Finished
202312461,1246,16,5,0,10,Finished
202312461,1246,81,6,0,13,Finished
202312461,1246,4,7,0,13,Finished
202312461,1246,30,8,0,2,Finished
202312461,1246,22,9,0,3,Finished
202312461,1246,10,10,0,10,Finished
202312461,1246,23,11,0,3,Finished
202312461,1246,14,12,0,9,Finished
202312461,1246,18,13,0,2,Finished
202312461,1246,20,14,0,12,Finished
202312461,1246,87,15,0,10,Finished
202312461,1246,7,16,0,18,Finished
202312461,1246,55,17,0,10,Finished
202312461,1246,31,18,0,5,Finished
202312461,1246,5,19,0,18,Finished
202312461,1246,27,20,0,18,Finished
202312471,1247,44,1,25,19,Finished
202312471,1247,1,2,18,6,Finished
202312471,1247,14,3,15,18,Finished
202312471,1247,63,4,0,9,Finished
202312471,1247,4,5,0,3,Finished
202312471,1247,12,6,0,3,Finished
202312471,1247,16,7,0,9,Finished
202312471,1247,22,8,0,17,Finished
202312471,1247,30,9,0,4,Finished
202312471,1247,81,10,0,2,Finished
202312471,1247,23,11,0,12,Finished
202312471,1247,55,12,0,16,Finished
202312471,1247,18,13,0,8,Finished
202312471,1247,10,14,0,17,Finished
202312471,1247,27,15,0,2,Finished
202312471,1247,31,16,0,10,Finished
202312471,1247,87,17,0,15,Finished
202312471,1247,7,18,0,10,Finished
202312471,1247,20,19,0,20,Finished
202312471,1247,5,20,0,12,Finished
202312481,1248,4,1,25,9,Finished
202312481,1248,81,2,18,2,Finished
202312481,1248,30,3,15,5,Finished
202312481,1248,44,4,0,2,Finished
202312481,1248,14,5,0,4,Finished
202312481,1248,16,6,0,5,Finished
202312481,1248,55,7,0,14,Finished
202312481,1248,1,8,0,19,Finished
202312481,1248,18,9,0,14,Finished
202312481,1248,63,10,0,1,Finished
202312481,1248,23,11,0,8,Finished
202312481,1248,12,12,0,18,Finished
202312481,1248,10,13,0,19,Finished
202312481,1248,7,14,0,6,Finished
202312481,1248,27,15,0,16,Finished
202312481,1248,31,16,0,11,Finished
202312481,1248,22,17,0,11,Finished
202312481,1248,20,18,0,10,Finished
202312481,1248,87,19,0,17,Finished
202312481,1248,5,20,0,9,Finished
202312501,1250,63,1,25,8,Finished
202312501,1250,44,2,18,20,Finished
202312501,1250,4,3,15,5,Finished
202312501,1250,81,4,0,7,Finished
202312501,1250,16,5,0,19,Finished
202312501,1250,55,6,0,19,Finished
202312501,1250,23,7,0,4,Finished
202312501,1250,1,8,0,14,Finished
202312501,1250,14,9,0,16,Finished
202312501,1250,30,10,0,17,Finished
202312501,1250,7,11,0,3,Finished
202312501,1250,12,12,0,16,Finished
202312501,1250,22,13,0,20,Finished
202312501,1250,31,14,0,9,Finished
202312501,1250,5,15,0,13,Finished
202312501,1250,18,16,0,7,Finished
202312501,1250,87,17,0,13,Finished
202312501,1250,27,18,0,15,Finished
202312501,1250,20,19,0,7,Finished
202312501,1250,10,20,0,5,Finished
202312511,1251,16,1,25,4,Finished
202312511,1251,44,2,18,8,Finished
202312511,1251,4,3,15,8,Finished
202312511,1251,55,4,0,4,Finished
202312511,1251,1,5,0,9,Finished
202312511,1251,23,6,0,2,Finished
202312511,1251,81,7,0,9,Finished
202312511,1251,30,8,0,4,Finished
202312511,1251,20,9,0,14,Finished
202312511,1251,10,10,0,18,Finished
202312511,1251,18,11,0,1,Finished
202312511,1251,63,12,0,4,Finished
202312511,1251,87,13,0,4,Finished
202312511,1251,14,14,0,7,Finished
202312511,1251,22,15,0,20,Finished
202312511,1251,12,16,0,16,Finished
202312511,1251,27,17,0,20,Finished
202312511,1251,31,18,0,14,Finished
202312511,1251,7,19,0,16,Finished
202312511,1251,5,20,0,18,Finished
202312521,1252,1,1,25,12,Finished
202312521,1252,44,2,18,3,Finished
202312521,1252,4,3,15,4,Finished
202312521,1252,14,4,0,7,Finished
202312521,1252,16,5,0,14,Finished
202312521,1252,12,6,0,2,Finished
202312521,1252,81,7,0,18,Finished
202312521,1252,18,8,0,8,Finished
202312521,1252,87,9,0,2,Finished
202312521,1252,63,10,0,18,Finished
202312521,1252,55,11,0,3,Finished
202312521,1252,30,12,0,18,Finished
202312521,1252,7,13,0,11,Finished
202312521,1252,23,14,0,3,Finished
202312521,1252,27,15,0,12,Finished
202312521,1252,22,16,0,11,Finished
202312521,1252,20,17,0,1,Finished
202312521,1252,10,18,0,8,Finished
202312521,1252,5,19,0,10,Finished
202312521,1252,31,20,0,10,Finished
202312531,1253,16,1,25,15,Finished
202312531,1253,44,2,18,11,Finished
202312531,1253,81,3,15,4,Finished
202312531,1253,1,4,0,5,Finished
202312531,1253,10,5,0,4,Finished
202312531,1253,55,6,0,11,Finished
202312531,1253,22,7,0,15,Finished
202312531,1253,7,8,0,13,Finished
202312531,1253,4,9,0,5,Finished
202312531,1253,30,10,0,17,Finished
202312531,1253,20,11,0,17,Finished
202312531,1253,23,12,0,12,Finished
202312531,1253,18,13,0,9,Finished
202312531,1253,14,14,0,3,Finished
202312531,1253,31,15,0,6,Finished
202312531,1253,12,16,0,3,Finished
202312531,1253,27,17,0,5,Finished
202312531,1253,63,18,0,5,Finished
202312531,1253,87,19,0,19,Finished
202312531,1253,5,20,0,11,Finished
