session_key,meeting_key,driver_number,position,q1,q2,q3
202312380,1238,81,5,80.477,80.175,79.994
202312380,1238,44,6,80.479,80.225,80.123
202312380,1238,12,7,80.555,80.389,80.153
202312380,1238,63,8,80.638,80.516,80.21
202312380,1238,14,9,80.736,80.567,80.509
202312380,1238,18,10,80.984,80.681,80.537
202312380,1238,55,11,80.99,80.79,
202312380,1238,10,12,81.127,80.877,
202312380,1238,22,13,81.171,81.005,
202312380,1238,23,14,81.255,81.113,
202312380,1238,31,15,81.426,81.145,
202312380,1238,7,16,81.436,,
202312380,1238,20,17,81.641,,
202312380,1238,87,18,81.687,,
202312380,1238,27,19,81.858,,
202312380,1238,5,20,81.911,,
202312390,1239,16,1,79.997,79.799,79.621
202312390,1239,1,2,80.076,79.883,79.7
202312390,1239,4,3,80.159,79.916,79.783
202312390,1239,81,4,80.398,80.075,79.836
202312390,1239,30,5,80.368,80.222,79.992
202312390,1239,44,6,80.344,80.328,80.08
202312390,1239,63,7,80.634,80.336,80.197
202312390,1239,12,8,80.667,80.515,80.264
202312390,1239,55,9,80.792,80.692,80.377
202312390,1239,23,10,80.857,80.675,80.596
202312390,1239,14,11,81.008,80.83,
202312390,1239,18,12,81.064,80.962,
202312390,1239,7,13,81.242,81.046,
202312390,1239,22,14,81.375,81.147,
202312390,1239,10,15,81.348,81.157,
202312390,1239,87,16,81.506,,
202312390,1239,20,17,81.535,,
202312390,1239,31,18,81.633,,
202312390,1239,27,19,81.723,,
202312390,1239,5,20,81.835,,
202312400,1240,81,1,80.008,79.844,79.787
202312400,1240,16,2,80.104,79.956,79.688
202312400,1240,63,3,80.167,79.968,79.859
202312400,1240,1,4,80.315,80.143,79.871
202312400,1240,4,5,80.364,80.183,80.026
202312400,1240,44,6,80.469,80.303,80.054
202312400,1240,30,7,80.57,80.273,80.196
202312400,1240,12,8,80.742,80.578,80.22
202312400,1240,18,9,80.832,80.6,80.404
202312400,1240,14,10,80.875,80.669,80.529
202312400,1240,55,11,81.068,80.818,
202312400,1240,23,12,81.112,80.882,
202312400,1240,10,13,81.278,80.916,
202312400,1240,7,14,81.39,81.099,
202312400,1240,22,15,81.35,81.236,
202312400,1240,20,16,81.544,,
202312400,1240,87,17,81.65,,
202312400,1240,31,18,81.72,,
202312400,1240,27,19,81.733,,
202312400,1240,5,20,81.985,,
202312410,1241,16,1,79.993,79.728,79.562
202312410,1241,1,2,80.11,79.933,79.642
202312410,1241,4,3,80.241,79.929,79.766
202312410,1241,44,4,80.24,80.108,79.873
202312410,1241,30,5,80.452,80.188,80.113
202312410,1241,81,6,80.413,80.303,80.075
202312410,1241,12,7,80.563,80.355,80.148
202312410,1241,63,8,80.708,80.494,80.23
202312410,1241,14,9,80.76,80.559,80.427
202312410,1241,55,10,80.879,80.608,80.548
202312410,1241,23,11,81.103,80.808,
202312410,1241,18,12,81.127,80.808,
202312410,1241,7,13,81.216,80.993,
202312410,1241,20,14,81.341,81.121,
202312410,1241,10,15,81.37,81.221,
202312410,1241,22,16,81.444,,
202312410,1241,87,17,81.614,,
202312410,1241,31,18,81.699,,
202312410,1241,27,19,81.743,,
202312410,1241,5,20,81.838,,
202312420,1242,44,1,80.036,79.733,79.643
202312420,1242,81,2,80.102,79.966,79.693
202312420,1242,4,3,80.182,80.018,79.793
202312420,1242,30,4,80.281,80.066,79.942
202312420,1242,16,5,80.372,80.21,80.023
202312420,1242,1,6,80.487,80.353,80.198
202312420,1242,63,7,80.619,80.341,80.222
202312420,1242,12,8,80.727,80.522,80.282
202312420,1242,23,9,80.797,80.515,80.41
202312420,1242,14,10,80.868,80.691,80.539
202312420,1242,18,11,80.936,80.787,
202312420,1242,55,12,81.067,80.852,
202312420,1242,20,13,81.173,80.929,
202312420,1242,7,14,81.291,81.041,
202312420,1242,22,15,81.407,81.154,
202312420,1242,10,16,81.513,,
202312420,1242,31,17,81.625,,
202312420,1242,87,18,81.656,,
202312420,1242,5,19,81.767,,
202312420,1242,27,20,81.91,,
202312430,1243,81,1,79.973,79.759,79.605
202312430,1243,30,2,80.193,79.9,79.622
202312430,1243,16,3,80.258,80.021,79.818
202312430,1243,44,4,80.3,80.087,79.811
202312430,1243,12,5,80.42,80.249,80.036
202312430,1243,63,6,80.423,80.288,80.128
202312430,1243,4,7,80.574,80.349,80.21
202312430,1243,1,8,80.751,80.475,80.295
202312430,1243,55,9,80.795,80.65,80.45
202312430,1243,23,10,80.882,80.671,80.49
202312430,1243,18,11,81.004,80.811,
202312430,1243,14,12,81.147,80.928,
202312430,1243,22,13,81.218,81.018,
202312430,1243,10,14,81.209,81.118,
202312430,1243,20,15,81.373,81.153,
202312430,1243,7,16,81.42,,
202312430,1243,87,17,81.549,,
202312430,1243,31,18,81.677,,
202312430,1243,27,19,81.856,,
202312430,1243,5,20,81.876,,
202312440,1244,44,1,80.035,79.775,79.545
202312440,1244,1,2,80.07,79.92,79.694
202312440,1244,16,3,80.224,80.127,79.798
202312440,1244,30,4,80.292,80.167,79.884
202312440,1244,81,5,80.489,80.167,79.986
202312440,1244,63,6,80.56,80.355,80.072
202312440,1244,4,7,80.655,80.382,80.202
202312440,1244,12,8,80.701,80.484,80.332
202312440,1244,18,9,80.813,80.591,80.378
202312440,1244,55,10,80.91,80.715,80.449
202312440,1244,20,11,81.062,80.714,
202312440,1244,23,12,81.129,80.923,
202312440,1244,14,13,81.248,81.097,
202312440,1244,10,14,81.203,81.195,
202312440,1244,22,15,81.318,81.257,
202312440,1244,7,16,81.505,,
202312440,1244,31,17,81.555,,
202312440,1244,87,18,81.713,,
202312440,1244,5,19,81.866,,
202312440,1244,27,20,81.899,,
202312450,1245,4,1,80.092,79.707,79.637
202312450,1245,44,2,80.155,79.941,79.778
202312450,1245,81,3,80.154,79.931,79.868
202312450,1245,16,4,80.268,80.133,79.893
202312450,1245,30,5,80.383,80.208,80.065
202312450,1245,1,6,80.493,80.306,80.086
202312450,1245,63,7,80.6,80.386,80.231
202312450,1245,12,8,80.71,80.519,80.354
202312450,1245,18,9,80.811,80.584,80.421
202312450,1245,14,10,80.9,80.745,80.456
202312450,1245,55,11,80.975,80.84,
202312450,1245,23,12,81.125,80.983,
202312450,1245,22,13,81.133,80.991,
202312450,1245,20,14,81.301,81.044,
202312450,1245,7,15,81.377,81.248,
202312450,1245,10,16,81.491,,
202312450,1245,87,17,81.622,,
202312450,1245,31,18,81.725,,
202312450,1245,27,19,81.835,,
202312450,1245,5,20,81.912,,
202312460,1246,44,1,80.025,79.772,79.696
202312460,1246,16,2,80.173,79.874,79.669
202312460,1246,81,3,80.154,79.947,79.759
202312460,1246,30,4,80.307,80.073,79.91
202312460,1246,4,5,80.468,80.123,80.04
202312460,1246,12,6,80.452,80.289,80.146
202312460,1246,1,7,80.605,80.353,80.193
202312460,1246,63,8,80.696,80.46,80.284
202312460,1246,14,9,80.783,80.591,80.388
202312460,1246,55,10,80.901,80.65,80.484
202312460,1246,18,11,80.945,80.756,
202312460,1246,23,12,81.114,80.835,
202312460,1246,22,13,81.136,80.938,
202312460,1246,10,14,81.39,81.139,
202312460,1246,20,15,81.451,81.264,
202312460,1246,31,16,81.558,,
202312460,1246,87,17,81.602,,
202312460,1246,7,18,81.743,,
202312460,1246,27,19,81.861,,
202312460,1246,5,20,81.905,,
202312470,1247,44,1,80.015,79.817,79.545
202312470,1247,30,2,80.115,79.937,79.807
202312470,1247,1,3,80.241,79.87,79.829
202312470,1247,16,4,80.377,80.019,79.927
202312470,1247,81,5,80.411,80.206,79.97
202312470,1247,12,6,80.541,80.198,80.052
202312470,1247,4,7,80.603,80.48,80.113
202312470,1247,63,8,80.734,80.484,80.247
202312470,1247,18,9,80.79,80.646,80.242
202312470,1247,23,10,80.959,80.739,80.458
202312470,1247,55,11,81.033,80.778,
202312470,1247,14,12,81.162,80.84,
202312470,1247,20,13,81.193,80.923,
202312470,1247,7,14,81.287,81.136,
202312470,1247,22,15,81.475,81.173,
202312470,1247,10,16,81.491,,
202312470,1247,31,17,81.646,,
202312470,1247,87,18,81.82,,
202312470,1247,5,19,81.746,,
202312470,1247,27,20,81.91,,
202312480,1248,1,1,80.045,79.827,79.635
202312480,1248,30,2,80.15,79.929,79.815
202312480,1248,44,3,80.112,80.061,79.793
202312480,1248,63,4,80.341,79.981,79.924
202312480,1248,12,5,80.487,80.213,79.993
202312480,1248,16,6,80.335,80.289,80.048
202312480,1248,81,7,80.596,80.41,80.171
202312480,1248,4,8,80.709,80.525,80.264
202312480,1248,14,9,80.777,80.765,80.35
202312480,1248,55,10,80.863,80.65,80.537
202312480,1248,18,11,80.995,80.826,
202312480,1248,23,12,81.199,80.931,
202312480,1248,20,13,81.229,80.983,
202312480,1248,7,14,81.31,81.118,
202312480,1248,10,15,81.417,81.176,
202312480,1248,31,16,81.455,,
202312480,1248,22,17,81.678,,
202312480,1248,87,18,81.773,,
202312480,1248,5,19,81.85,,
202312480,1248,27,20,81.87,,
202312500,1250,4,1,79.999,79.901,79.669
202312500,1250,16,2,80.148,79.84,79.697
202312500,1250,1,3,80.19,80.042,79.827
202312500,1250,81,4,80.234,80.103,79.965
202312500,1250,30,5,80.402,80.222,79.959
202312500,1250,44,6,80.511,80.245,80.118
202312500,1250,63,7,80.611,80.364,80.223
202312500,1250,12,8,80.649,80.62,80.288
202312500,1250,18,9,80.767,80.539,80.29
202312500,1250,55,10,80.82,80.715,80.499
202312500,1250,23,11,81.033,80.787,
202312500,1250,14,12,80.995,80.919,
202312500,1250,22,13,81.196,80.993,
202312500,1250,10,14,81.358,81.105,
202312500,1250,7,15,81.384,81.155,
202312500,1250,31,16,81.5,,
202312500,1250,20,17,81.597,,
202312500,1250,87,18,81.75,,
202312500,1250,5,19,81.815,,
202312500,1250,27,20,81.929,,
202312510,1251,81,1,79.989,79.887,79.622
202312510,1251,4,2,80.117,79.85,79.669
202312510,1251,1,3,80.183,80.017,79.852
202312510,1251,12,4,80.32,80.023,79.874
202312510,1251,16,5,80.44,80.248,79.995
202312510,1251,30,6,80.463,80.297,80.119
202312510,1251,44,7,80.619,80.414,80.251
202312510,1251,63,8,80.681,80.513,80.347
202312510,1251,14,9,80.773,80.604,80.427
202312510,1251,55,10,80.892,80.702,80.53
202312510,1251,23,11,81.051,80.789,
202312510,1251,18,12,81.053,80.881,
202312510,1251,20,13,81.175,80.966,
202312510,1251,22,14,81.277,81.122,
202312510,1251,10,15,81.445,81.19,
202312510,1251,7,16,81.491,,
202312510,1251,31,17,81.648,,
202312510,1251,87,18,81.757,,
202312510,1251,27,19,81.767,,
202312510,1251,5,20,81.883,,
202312520,1252,4,1,80.073,79.889,79.528
202312520,1252,63,2,80.147,79.949,79.704
202312520,1252,81,3,80.183,80.044,79.811
202312520,1252,44,4,80.317,80.018,79.964
202312520,1252,16,5,80.315,80.126,80.02
202312520,1252,30,6,80.519,80.274,80.129
202312520,1252,12,7,80.657,80.376,80.211
202312520,1252,1,8,80.726,80.553,80.42
202312520,1252,23,9,80.774,80.632,80.397
202312520,1252,14,10,80.907,80.668,80.408
202312520,1252,55,11,80.885,80.739,
202312520,1252,18,12,81.05,80.915,
202312520,1252,7,13,81.232,80.939,
202312520,1252,10,14,81.298,81.115,
202312520,1252,22,15,81.388,81.232,
202312520,1252,20,16,81.449,,
202312520,1252,87,17,81.62,,
202312520,1252,31,18,81.681,,
202312520,1252,27,19,81.816,,
202312520,1252,5,20,81.807,,
202312530,1253,44,1,80.034,79.748,79.582
202312530,1253,4,2,80.001,79.923,79.683
202312530,1253,81,3,80.151,79.989,79.771
202312530,1253,1,4,80.347,80.178,79.866
202312530,1253,12,5,80.396,80.173,79.924
202312530,1253,30,6,80.513,80.325,80.079
202312530,1253,16,7,80.582,80.466,80.227
202312530,1253,63,8,80.779,80.497,80.308
202312530,1253,18,9,80.725,80.593,80.451
202312530,1253,14,10,80.933,80.696,80.39
202312530,1253,23,11,80.907,80.764,
202312530,1253,55,12,81.128,80.831,
202312530,1253,10,13,81.221,80.918,
202312530,1253,7,14,81.367,81.1,
202312530,1253,20,15,81.39,81.162,
202312530,1253,22,16,81.589,,
202312530,1253,31,17,81.554,,
202312530,1253,87,18,81.723,,
202312530,1253,5,19,81.842,,
202312530,1253,27,20,81.975,,
