session_key,meeting_key,driver_number,lap_number,duration,stop_number
202312341,1234,1,31,24.104,1
202312341,1234,30,48,24.757,1
202312341,1234,30,22,24.533,2
202312341,1234,63,42,24.298,1
202312341,1234,63,38,24.305,2
202312341,1234,12,36,22.883,1
202312341,1234,14,17,24.971,1
202312341,1234,18,22,23.985,1
202312341,1234,55,48,22.778,1
202312341,1234,23,17,24.767,1
202312341,1234,23,37,25.011,2
202312341,1234,10,41,24.668,1
202312341,1234,10,36,24.417,2
202312341,1234,7,19,23.028,1
202312341,1234,31,28,23.364,1
202312341,1234,87,12,23.671,1
202312341,1234,22,19,24.493,1
202312341,1234,22,48,25.454,2
202312341,1234,20,18,22.745,1
202312341,1234,27,32,24.181,1
202312341,1234,27,29,24.465,2
202312341,1234,5,36,23.419,1
202312351,1235,4,19,24.748,1
202312351,1235,4,10,23.328,2
202312351,1235,81,31,25.825,1
202312351,1235,81,13,23.885,2
202312351,1235,16,28,24.528,1
202312351,1235,44,14,25.015,1
202312351,1235,1,11,24.951,1
202312351,1235,30,32,24.314,1
202312351,1235,30,39,25.918,2
202312351,1235,63,49,23.896,1
202312351,1235,63,28,25.915,2
202312351,1235,12,37,23.38,1
202312351,1235,12,26,23.838,2
202312351,1235,14,32,24.355,1
202312351,1235,14,49,25.307,2
202312351,1235,18,23,24.864,1
202312351,1235,55,19,25.836,1
202312351,1235,55,23,23.637,2
202312351,1235,23,37,24.714,1
202312351,1235,23,38,22.441,2
202312351,1235,10,24,25.765,1
202312351,1235,10,38,24.949,2
202312351,1235,7,30,23.43,1
202312351,1235,31,45,23.718,1
202312351,1235,87,21,24.722,1
202312351,1235,87,23,23.875,2
202312351,1235,22,47,22.589,1
202312351,1235,22,17,24.003,2
202312351,1235,20,22,24.553,1
202312351,1235,27,16,24.223,1
202312351,1235,5,42,24.758,1
202312361,1236,4,38,23.734,1
202312361,1236,81,36,24.278,1
202312361,1236,16,25,24.153,1
202312361,1236,44,47,24.119,1
202312361,1236,1,10,23.727,1
202312361,1236,30,45,25.946,1
202312361,1236,63,40,24.867,1
202312361,1236,12,49,23.206,1
202312361,1236,14,20,24.674,1
202312361,1236,14,16,23.725,2
202312361,1236,18,41,23.362,1
202312361,1236,18,25,24.623,2
202312361,1236,55,17,22.585,1
202312361,1236,23,28,23.672,1
202312361,1236,10,15,23.649,1
202312361,1236,7,35,25.342,1
202312361,1236,7,44,23.145,2
202312361,1236,31,43,23.517,1
202312361,1236,87,20,24.995,1
202312361,1236,87,29,22.879,2
202312361,1236,22,19,24.465,1
202312361,1236,22,26,24.03,2
202312361,1236,20,38,24.127,1
202312361,1236,20,28,23.861,2
202312361,1236,27,24,22.742,1
202312361,1236,27,26,22.719,2
202312361,1236,5,44,23.037,1
202312371,1237,4,30,20.959,1
202312371,1237,81,37,23.683,1
202312371,1237,81,44,24.64,2
202312371,1237,16,22,23.065,1
202312371,1237,44,11,21.267,1
202312371,1237,44,11,24.343,2
202312371,1237,1,24,24.682,1
202312371,1237,1,21,24.977,2
202312371,1237,30,18,24.6,1
202312371,1237,63,27,23.689,1
202312371,1237,63,38,22.311,2
202312371,1237,12,45,24.326,1
202312371,1237,14,25,23.366,1
202312371,1237,14,12,24.752,2
202312371,1237,18,47,23.446,1
202312371,1237,18,34,24.495,2
202312371,1237,55,47,24.51,1
202312371,1237,55,43,23.687,2
202312371,1237,23,18,23.629,1
202312371,1237,10,16,25.413,1
202312371,1237,10,37,24.321,2
202312371,1237,7,44,24.734,1
202312371,1237,7,37,24.394,2
202312371,1237,31,47,23.665,1
202312371,1237,87,31,23.964,1
202312371,1237,87,25,25.182,2
202312371,1237,22,10,23.055,1
202312371,1237,22,34,23.348,2
202312371,1237,20,16,25.524,1
202312371,1237,20,13,23.212,2
202312371,1237,27,10,24.097,1
202312371,1237,5,32,25.968,1
202312371,1237,5,45,23.902,2
202312381,1238,4,18,24.178,1
202312381,1238,81,11,23.748,1
202312381,1238,81,33,25.531,2
202312381,1238,16,23,23.463,1
202312381,1238,16,23,23.894,2
202312381,1238,44,15,25.696,1
202312381,1238,1,38,23.331,1
202312381,1238,1,19,23.373,2
202312381,1238,30,29,23.151,1
202312381,1238,63,11,23.773,1
202312381,1238,12,14,24.09,1
202312381,1238,12,46,25.084,2
202312381,1238,14,17,22.64,1
202312381,1238,14,11,22.814,2
202312381,1238,18,41,23.053,1
202312381,1238,55,41,21.31,1
202312381,1238,55,49,23.381,2
202312381,1238,23,27,23.871,1
202312381,1238,23,42,24.049,2
202312381,1238,10,26,24.897,1
202312381,1238,10,27,25.294,2
202312381,1238,7,10,25.459,1
202312381,1238,31,47,23.518,1
202312381,1238,87,48,24.67,1
202312381,1238,22,35,23.158,1
202312381,1238,22,24,24.045,2
202312381,1238,20,11,25.817,1
202312381,1238,20,31,24.797,2
202312381,1238,27,14,25.055,1
202312381,1238,27,22,26.341,2
202312381,1238,5,10,23.042,1
202312381,1238,5,31,23.375,2
202312391,1239,4,30,23.012,1
202312391,1239,4,17,25.767,2
202312391,1239,81,21,24.92,1
202312391,1239,81,27,22.949,2
202312391,1239,16,20,24.043,1
202312391,1239,44,26,22.786,1
202312391,1239,44,21,25.212,2
202312391,1239,1,40,26.485,1
202312391,1239,30,38,24.632,1
202312391,1239,30,29,23.14,2
202312391,1239,63,30,23.274,1
202312391,1239,63,26,23.036,2
202312391,1239,12,21,24.599,1
202312391,1239,12,44,23.247,2
202312391,1239,14,10,23.291,1
202312391,1239,18,39,24.73,1
202312391,1239,18,32,22.453,2
202312391,1239,55,38,22.783,1
202312391,1239,55,43,22.763,2
202312391,1239,23,39,23.799,1
202312391,1239,10,48,23.829,1
202312391,1239,10,11,24.262,2
202312391,1239,7,38,23.894,1
202312391,1239,31,29,23.851,1
202312391,1239,87,29,26.166,1
202312391,1239,22,33,23.325,1
202312391,1239,20,16,22.985,1
202312391,1239,20,25,24.339,2
202312391,1239,27,19,25.216,1
202312391,1239,27,15,23.319,2
202312391,1239,5,15,24.724,1
202312391,1239,5,21,25.044,2
202312401,1240,4,13,23.18,1
202312401,1240,4,24,23.056,2
202312401,1240,81,21,23.894,1
202312401,1240,16,45,24.725,1
202312401,1240,44,28,23.981,1
202312401,1240,44,12,24.441,2
202312401,1240,1,28,24.509,1
202312401,1240,1,48,23.308,2
202312401,1240,30,12,24.599,1
202312401,1240,30,28,24.36,2
202312401,1240,63,27,24.302,1
202312401,1240,63,18,23.835,2
202312401,1240,12,17,23.86,1
202312401,1240,12,41,23.95,2
202312401,1240,14,48,23.27,1
202312401,1240,18,40,22.537,1
202312401,1240,55,25,22.909,1
202312401,1240,23,20,22.69,1
202312401,1240,23,20,25.534,2
202312401,1240,10,23,24.473,1
202312401,1240,10,36,23.964,2
202312401,1240,7,25,23.729,1
202312401,1240,31,34,23.24,1
202312401,1240,87,43,24.51,1
202312401,1240,22,25,23.173,1
202312401,1240,20,27,23.7,1
202312401,1240,27,45,24.827,1
202312401,1240,27,42,23.96,2
202312401,1240,5,16,21.336,1
202312401,1240,5,49,23.195,2
202312411,1241,4,17,25.335,1
202312411,1241,4,15,23.049,2
202312411,1241,81,27,24.377,1
202312411,1241,16,17,24.684,1
202312411,1241,16,10,22.93,2
202312411,1241,44,42,25.327,1
202312411,1241,1,24,23.521,1
202312411,1241,1,46,24.951,2
202312411,1241,30,29,23.644,1
202312411,1241,63,29,22.68,1
202312411,1241,12,25,25.472,1
202312411,1241,14,42,22.64,1
202312411,1241,18,12,23.619,1
202312411,1241,55,29,25.335,1
202312411,1241,23,41,23.87,1
202312411,1241,23,12,23.666,2
202312411,1241,10,43,24.598,1
202312411,1241,7,43,23.376,1
202312411,1241,7,10,23.751,2
202312411,1241,31,27,23.533,1
202312411,1241,31,14,23.674,2
202312411,1241,87,46,23.911,1
202312411,1241,87,28,23.705,2
202312411,1241,22,35,25.241,1
202312411,1241,20,35,24.058,1
202312411,1241,20,34,24.302,2
202312411,1241,27,48,23.338,1
202312411,1241,5,12,24.35,1
202312411,1241,5,22,24.499,2
202312421,1242,4,48,25.064,1
202312421,1242,81,37,24.513,1
202312421,1242,16,23,24.047,1
202312421,1242,16,15,24.383,2
202312421,1242,44,49,23.643,1
202312421,1242,1,23,24.486,1
202312421,1242,30,45,24.338,1
202312421,1242,30,39,23.949,2
202312421,1242,63,40,24.689,1
202312421,1242,63,38,24.598,2
202312421,1242,12,42,23.265,1
202312421,1242,14,33,24.434,1
202312421,1242,14,49,25.186,2
202312421,1242,18,45,25.355,1
202312421,1242,18,16,24.122,2
202312421,1242,55,30,24.075,1
202312421,1242,23,16,23.514,1
202312421,1242,10,22,23.607,1
202312421,1242,10,47,22.986,2
202312421,1242,7,26,22.41,1
202312421,1242,7,32,25.026,2
202312421,1242,31,45,23.156,1
202312421,1242,87,22,23.929,1
202312421,1242,22,39,24.809,1
202312421,1242,20,47,24.316,1
202312421,1242,27,18,23.056,1
202312421,1242,27,35,22.786,2
202312421,1242,5,28,23.29,1
202312431,1243,4,48,25.995,1
202312431,1243,4,27,24.286,2
202312431,1243,81,41,23.962,1
202312431,1243,81,10,23.005,2
202312431,1243,16,18,23.984,1
202312431,1243,16,48,23.889,2
202312431,1243,44,13,22.716,1
202312431,1243,44,22,22.904,2
202312431,1243,1,31,24.785,1
202312431,1243,1,28,23.5,2
202312431,1243,30,24,24.579,1
202312431,1243,63,21,23.128,1
202312431,1243,63,49,24.592,2
202312431,1243,12,24,24.086,1
202312431,1243,14,41,24.716,1
202312431,1243,18,25,23.023,1
202312431,1243,18,40,23.373,2
202312431,1243,55,36,25.58,1
202312431,1243,55,46,26.135,2
202312431,1243,23,22,24.476,1
202312431,1243,10,23,26.192,1
202312431,1243,10,23,22.805,2
202312431,1243,7,11,22.808,1
202312431,1243,31,24,23.384,1
202312431,1243,87,19,24.294,1
202312431,1243,22,34,23.241,1
202312431,1243,22,41,23.845,2
202312431,1243,20,27,24.453,1
202312431,1243,27,21,22.543,1
202312431,1243,27,24,24.326,2
202312431,1243,5,38,24.74,1
202312441,1244,4,37,23.766,1
202312441,1244,4,23,24.554,2
202312441,1244,81,20,26.362,1
202312441,1244,16,23,22.673,1
202312441,1244,16,49,23.629,2
202312441,1244,44,17,24.477,1
202312441,1244,44,16,25.451,2
202312441,1244,1,16,24.458,1
202312441,1244,30,12,23.978,1
202312441,1244,63,38,23.77,1
202312441,1244,63,31,22.312,2
202312441,1244,12,10,25.38,1
202312441,1244,12,38,23.553,2
202312441,1244,14,27,25.108,1
202312441,1244,14,20,23.398,2
202312441,1244,18,12,25.588,1
202312441,1244,55,15,23.459,1
202312441,1244,55,14,25.166,2
202312441,1244,23,17,24.511,1
202312441,1244,23,25,22.992,2
202312441,1244,10,16,25.482,1
202312441,1244,7,49,24.427,1
202312441,1244,31,10,24.872,1
202312441,1244,31,36,24.422,2
202312441,1244,87,41,24.312,1
202312441,1244,87,49,24.686,2
202312441,1244,22,34,24.783,1
202312441,1244,20,11,23.623,1
202312441,1244,20,25,23.861,2
202312441,1244,27,31,25.697,1
202312441,1244,5,26,23.679,1
202312441,1244,5,16,22.968,2
202312451,1245,4,34,22.74,1
202312451,1245,4,46,24.023,2
202312451,1245,81,36,23.872,1
202312451,1245,16,36,24.843,1
202312451,1245,44,23,23.449,1
202312451,1245,44,34,22.477,2
202312451,1245,1,14,24.139,1
202312451,1245,30,36,22.888,1
202312451,1245,63,28,24.799,1
202312451,1245,63,36,24.021,2
202312451,1245,12,49,24.206,1
202312451,1245,12,39,23.272,2
202312451,1245,14,40,23.664,1
202312451,1245,18,15,24.212,1
202312451,1245,18,13,23.794,2
202312451,1245,55,47,23.496,1
202312451,1245,23,44,23.78,1
202312451,1245,10,39,22.317,1
202312451,1245,7,19,23.29,1
202312451,1245,31,31,23.487,1
202312451,1245,31,39,24.712,2
202312451,1245,87,22,23.111,1
202312451,1245,87,40,23.897,2
202312451,1245,22,46,24.849,1
202312451,1245,22,21,23.244,2
202312451,1245,20,29,24.786,1
202312451,1245,20,42,24.271,2
202312451,1245,27,38,23.353,1
202312451,1245,5,47,24.083,1
202312461,1246,4,14,23.756,1
202312461,1246,4,23,24.899,2
202312461,1246,81,14,23.567,1
202312461,1246,16,12,23.073,1
202312461,1246,44,12,23.018,1
202312461,1246,1,25,23.869,1
202312461,1246,1,24,24.561,2
202312461,1246,30,45,23.293,1
202312461,1246,30,36,25.961,2
202312461,1246,63,37,24.222,1
202312461,1246,12,37,21.518,1
202312461,1246,12,31,22.921,2
202312461,1246,14,32,22.611,1
202312461,1246,18,46,23.564,1
202312461,1246,18,21,23.935,2
202312461,1246,55,48,24.022,1
202312461,1246,55,26,23.938,2
202312461,1246,23,29,22.874,1
202312461,1246,23,40,24.965,2
202312461,1246,10,49,24.299,1
202312461,1246,10,15,24.806,2
202312461,1246,7,11,23.298,1
202312461,1246,7,17,24.159,2
202312461,1246,31,38,24.401,1
202312461,1246,87,17,23.819,1
202312461,1246,22,35,24.591,1
202312461,1246,20,22,26.045,1
202312461,1246,27,22,23.862,1
202312461,1246,27,44,24.17,2
202312461,1246,5,45,24.365,1
202312461,1246,5,30,24.013,2
202312471,1247,4,11,24.182,1
202312471,1247,4,14,24.013,2
202312471,1247,81,15,23.661,1
202312471,1247,16,44,23.218,1
202312471,1247,44,28,24.954,1
202312471,1247,44,22,22.711,2
202312471,1247,1,44,22.994,1
202312471,1247,30,39,26.016,1
202312471,1247,63,48,24.938,1
202312471,1247,63,18,25.763,2
202312471,1247,12,31,23.192,1
202312471,1247,14,11,23.475,1
202312471,1247,18,25,22.806,1
202312471,1247,18,10,23.07,2
202312471,1247,55,42,24.346,1
202312471,1247,55,36,24.146,2
202312471,1247,23,29,24.476,1
202312471,1247,10,29,22.77,1
202312471,1247,7,13,24.862,1
202312471,1247,31,36,24.519,1
202312471,1247,31,12,24.062,2
202312471,1247,87,15,24.088,1
202312471,1247,87,27,23.988,2
202312471,1247,22,23,24.219,1
202312471,1247,22,11,21.1,2
202312471,1247,20,31,23.923,1
202312471,1247,20,26,23.797,2
202312471,1247,27,24,25.787,1
202312471,1247,5,17,24.717,1
202312481,1248,4,44,24.935,1
202312481,1248,4,47,24.646,2
202312481,1248,81,14,23.865,1
202312481,1248,81,30,23.197,2
202312481,1248,16,25,23.448,1
202312481,1248,16,15,24.0,2
202312481,1248,44,16,24.683,1
202312481,1248,44,36,22.538,2
202312481,1248,1,32,22.896,1
202312481,1248,1,27,23.624,2
202312481,1248,30,40,23.737,1
202312481,1248,30,47,24.994,2
202312481,1248,63,42,23.568,1
202312481,1248,63,46,25.452,2
202312481,1248,12,25,25.004,1
202312481,1248,12,18,23.9,2
202312481,1248,14,43,21.263,1
202312481,1248,14,22,24.646,2
202312481,1248,18,34,25.958,1
202312481,1248,55,34,26.779,1
202312481,1248,55,49,24.768,2
202312481,1248,23,38,23.156,1
202312481,1248,10,43,23.421,1
202312481,1248,10,26,22.638,2
202312481,1248,7,28,25.956,1
202312481,1248,31,13,25.065,1
202312481,1248,87,23,23.195,1
202312481,1248,87,17,24.684,2
202312481,1248,22,32,22.63,1
202312481,1248,20,42,24.867,1
202312481,1248,27,34,24.279,1
202312481,1248,5,29,23.167,1
202312481,1248,5,45,24.54,2
202312501,1250,4,12,23.179,1
202312501,1250,81,23,25.366,1
202312501,1250,16,46,24.286,1
202312501,1250,44,22,25.563,1
202312501,1250,44,34,25.65,2
202312501,1250,1,19,23.621,1
202312501,1250,1,21,22.909,2
202312501,1250,30,17,22.903,1
202312501,1250,30,20,23.685,2
202312501,1250,63,27,24.036,1
202312501,1250,63,21,23.294,2
202312501,1250,12,37,24.677,1
202312501,1250,12,39,24.791,2
202312501,1250,14,29,24.282,1
202312501,1250,14,48,25.015,2
202312501,1250,18,27,24.611,1
202312501,1250,18,34,22.987,2
202312501,1250,55,13,25.293,1
202312501,1250,23,43,23.922,1
202312501,1250,10,33,23.648,1
202312501,1250,10,43,22.187,2
202312501,1250,7,44,23.614,1
202312501,1250,31,32,22.342,1
202312501,1250,87,24,23.775,1
202312501,1250,87,41,22.723,2
202312501,1250,22,40,25.076,1
202312501,1250,20,47,25.295,1
202312501,1250,27,20,23.549,1
202312501,1250,5,30,23.903,1
202312501,1250,5,14,24.465,2
202312511,1251,4,42,24.893,1
202312511,1251,81,14,24.574,1
202312511,1251,16,15,24.659,1
202312511,1251,16,31,23.882,2
202312511,1251,44,39,23.32,1
202312511,1251,44,22,24.279,2
202312511,1251,1,14,23.867,1
202312511,1251,30,30,26.099,1
202312511,1251,63,47,22.457,1
202312511,1251,63,42,21.887,2
202312511,1251,12,29,23.569,1
202312511,1251,14,24,22.265,1
202312511,1251,14,18,23.511,2
202312511,1251,18,13,23.625,1
202312511,1251,55,40,23.318,1
202312511,1251,55,34,25.52,2
202312511,1251,23,22,24.314,1
202312511,1251,23,18,24.432,2
202312511,1251,10,19,24.365,1
202312511,1251,10,17,24.685,2
202312511,1251,7,29,25.011,1
202312511,1251,31,19,21.425,1
202312511,1251,87,40,22.907,1
202312511,1251,87,17,22.583,2
202312511,1251,22,26,24.109,1
202312511,1251,20,47,24.046,1
202312511,1251,27,44,23.867,1
202312511,1251,27,45,24.276,2
202312511,1251,5,10,23.434,1
202312521,1252,4,48,25.153,1
202312521,1252,81,18,25.015,1
202312521,1252,81,26,22.852,2
202312521,1252,16,42,23.978,1
202312521,1252,16,40,22.844,2
202312521,1252,44,11,22.469,1
202312521,1252,44,22,23.491,2
202312521,1252,1,43,22.779,1
202312521,1252,30,39,23.676,1
202312521,1252,63,39,23.119,1
202312521,1252,63,28,25.013,2
202312521,1252,12,10,25.349,1
202312521,1252,12,31,23.057,2
202312521,1252,14,35,25.198,1
202312521,1252,14,48,24.268,2
202312521,1252,18,13,24.703,1
202312521,1252,18,29,22.912,2
202312521,1252,55,38,24.96,1
202312521,1252,23,23,24.096,1
202312521,1252,23,13,25.671,2
202312521,1252,10,10,24.437,1
202312521,1252,7,43,25.397,1
202312521,1252,7,41,25.026,2
202312521,1252,31,11,23.296,1
202312521,1252,87,38,24.169,1
202312521,1252,22,23,21.103,1
202312521,1252,20,24,23.717,1
202312521,1252,27,30,26.58,1
202312521,1252,27,29,23.527,2
202312521,1252,5,17,23.971,1
202312521,1252,5,39,23.204,2
202312531,1253,4,12,24.178,1
202312531,1253,4,27,22.974,2
202312531,1253,81,46,24.876,1
202312531,1253,81,13,22.522,2
202312531,1253,16,41,22.372,1
202312531,1253,44,47,24.625,1
202312531,1253,1,39,22.6,1
202312531,1253,1,42,24.37,2
202312531,1253,30,29,24.073,1
202312531,1253,30,44,24.434,2
202312531,1253,63,28,23.77,1
202312531,1253,63,25,25.102,2
202312531,1253,12,31,23.74,1
202312531,1253,12,47,23.6,2
202312531,1253,14,49,22.373,1
202312531,1253,14,29,24.935,2
202312531,1253,18,27,23.002,1
202312531,1253,18,34,25.332,2
202312531,1253,55,16,24.329,1
202312531,1253,23,14,25.215,1
202312531,1253,10,19,22.582,1
202312531,1253,10,27,22.817,2
202312531,1253,7,31,24.703,1
202312531,1253,31,34,25.044,1
202312531,1253,31,49,24.917,2
202312531,1253,87,32,25.535,1
202312531,1253,22,39,22.788,1
202312531,1253,22,31,22.886,2
202312531,1253,20,24,23.911,1
202312531,1253,20,26,25.219,2
202312531,1253,27,25,24.883,1
202312531,1253,27,22,23.819,2
202312531,1253,5,10,24.795,1
