session_key,meeting_key,driver_number,lap_number,duration,stop_number
202412321,1232,44,26,24.499,1
202412321,1232,44,41,25.118,2
202412321,1232,1,31,22.562,1
202412321,1232,30,21,25.193,1
202412321,1232,63,43,23.648,1
202412321,1232,12,42,26.017,1
202412321,1232,12,14,23.139,2
202412321,1232,14,46,23.054,1
202412321,1232,18,44,25.21,1
202412321,1232,18,12,23.269,2
202412321,1232,55,20,24.67,1
202412321,1232,55,16,24.682,2
202412321,1232,23,15,24.227,1
202412321,1232,23,48,22.924,2
202412321,1232,10,17,22.353,1
202412321,1232,10,22,24.071,2
202412321,1232,7,43,25.068,1
202412321,1232,7,31,21.926,2
202412321,1232,31,22,24.212,1
202412321,1232,87,47,23.096,1
202412321,1232,87,31,22.954,2
202412321,1232,22,27,22.154,1
202412321,1232,22,29,21.969,2
202412321,1232,20,15,24.21,1
202412321,1232,27,43,23.49,1
202412321,1232,5,36,23.328,1
202412331,1233,4,22,24.17,1
202412331,1233,4,30,23.606,2
202412331,1233,81,13,23.756,1
202412331,1233,81,31,24.651,2
202412331,1233,16,42,24.442,1
202412331,1233,44,43,24.648,1
202412331,1233,1,11,22.257,1
202412331,1233,1,14,23.624,2
202412331,1233,30,47,25.107,1
202412331,1233,30,26,25.4,2
202412331,1233,63,35,23.526,1
202412331,1233,12,33,22.02,1
202412331,1233,12,16,24.182,2
202412331,1233,14,40,22.985,1
202412331,1233,18,19,23.357,1
202412331,1233,18,42,23.72,2
202412331,1233,55,27,24.818,1
202412331,1233,55,48,23.259,2
202412331,1233,23,49,25.018,1
202412331,1233,10,31,23.451,1
202412331,1233,10,14,24.687,2
202412331,1233,7,25,24.822,1
202412331,1233,7,21,22.417,2
202412331,1233,31,41,24.675,1
202412331,1233,87,11,22.344,1
202412331,1233,87,14,23.404,2
202412331,1233,22,10,23.233,1
202412331,1233,22,26,22.691,2
202412331,1233,20,30,21.791,1
202412331,1233,20,39,22.646,2
202412331,1233,27,22,22.202,1
202412331,1233,5,27,24.848,1
202412331,1233,5,23,23.797,2
202412341,1234,4,45,24.509,1
202412341,1234,81,21,23.619,1
202412341,1234,16,22,23.537,1
202412341,1234,16,41,24.416,2
202412341,1234,44,22,22.248,1
202412341,1234,44,14,23.257,2
202412341,1234,1,13,24.24,1
202412341,1234,1,32,23.324,2
202412341,1234,30,44,23.727,1
202412341,1234,63,37,24.758,1
202412341,1234,12,45,23.374,1
202412341,1234,12,31,25.905,2
202412341,1234,14,12,24.365,1
202412341,1234,14,14,22.922,2
202412341,1234,18,44,24.532,1
202412341,1234,18,23,24.554,2
202412341,1234,55,25,24.033,1
202412341,1234,23,43,25.048,1
202412341,1234,10,25,25.186,1
202412341,1234,10,36,24.193,2
202412341,1234,7,19,25.178,1
202412341,1234,31,25,24.068,1
202412341,1234,87,20,23.66,1
202412341,1234,22,40,25.367,1
202412341,1234,22,45,23.527,2
202412341,1234,20,31,23.597,1
202412341,1234,27,28,23.549,1
202412341,1234,5,14,26.135,1
202412341,1234,5,48,24.458,2
202412351,1235,4,12,23.502,1
202412351,1235,4,15,23.624,2
202412351,1235,81,35,24.164,1
202412351,1235,81,44,22.771,2
202412351,1235,16,19,25.843,1
202412351,1235,16,41,21.955,2
202412351,1235,44,19,23.278,1
202412351,1235,44,21,24.93,2
202412351,1235,1,43,23.497,1
202412351,1235,30,19,23.743,1
202412351,1235,30,32,25.672,2
202412351,1235,63,10,22.788,1
202412351,1235,12,45,22.303,1
202412351,1235,12,32,25.737,2
202412351,1235,14,41,24.913,1
202412351,1235,14,29,24.216,2
202412351,1235,18,14,23.293,1
202412351,1235,18,20,23.769,2
202412351,1235,55,39,26.25,1
202412351,1235,23,37,24.051,1
202412351,1235,23,16,24.71,2
202412351,1235,10,30,24.679,1
202412351,1235,7,48,23.654,1
202412351,1235,31,18,26.164,1
202412351,1235,31,30,23.346,2
202412351,1235,87,30,23.112,1
202412351,1235,87,42,24.393,2
202412351,1235,22,22,24.385,1
202412351,1235,22,31,24.175,2
202412351,1235,20,45,25.597,1
202412351,1235,27,45,24.58,1
202412351,1235,5,29,24.338,1
202412351,1235,5,21,24.268,2
202412361,1236,4,17,25.447,1
202412361,1236,4,46,24.331,2
202412361,1236,81,41,21.981,1
202412361,1236,81,47,24.527,2
202412361,1236,16,46,22.795,1
202412361,1236,16,26,24.252,2
202412361,1236,44,25,23.195,1
202412361,1236,1,39,25.675,1
202412361,1236,1,45,24.599,2
202412361,1236,30,13,24.68,1
202412361,1236,30,42,22.914,2
202412361,1236,63,28,23.743,1
202412361,1236,12,37,22.878,1
202412361,1236,12,10,24.06,2
202412361,1236,14,34,25.663,1
202412361,1236,14,14,23.629,2
202412361,1236,18,37,22.751,1
202412361,1236,55,24,23.331,1
202412361,1236,55,43,25.062,2
202412361,1236,23,39,22.351,1
202412361,1236,23,11,23.768,2
202412361,1236,10,46,23.917,1
202412361,1236,10,21,24.685,2
202412361,1236,7,30,24.612,1
202412361,1236,7,41,24.14,2
202412361,1236,31,47,24.661,1
202412361,1236,87,17,23.787,1
202412361,1236,87,13,23.637,2
202412361,1236,22,15,22.86,1
202412361,1236,20,38,25.978,1
202412361,1236,20,27,24.105,2
202412361,1236,27,20,24.407,1
202412361,1236,27,42,24.206,2
202412361,1236,5,33,24.78,1
202412371,1237,4,46,23.97,1
202412371,1237,81,34,21.987,1
202412371,1237,81,20,24.662,2
202412371,1237,16,37,24.881,1
202412371,1237,16,13,25.423,2
202412371,1237,44,37,24.503,1
202412371,1237,1,42,22.846,1
202412371,1237,30,40,24.019,1
202412371,1237,30,31,24.399,2
202412371,1237,63,24,26.637,1
202412371,1237,63,30,22.426,2
202412371,1237,12,49,22.711,1
202412371,1237,12,28,23.477,2
202412371,1237,14,45,20.817,1
202412371,1237,18,14,24.201,1
202412371,1237,18,45,25.569,2
202412371,1237,55,27,22.795,1
202412371,1237,55,47,23.125,2
202412371,1237,23,11,23.269,1
202412371,1237,10,43,23.616,1
202412371,1237,10,44,25.882,2
202412371,1237,7,37,22.603,1
202412371,1237,7,30,24.247,2
202412371,1237,31,34,24.177,1
202412371,1237,87,11,22.885,1
202412371,1237,22,42,22.511,1
202412371,1237,22,28,23.632,2
202412371,1237,20,39,22.588,1
202412371,1237,27,13,25.12,1
202412371,1237,5,10,23.98,1
202412371,1237,5,35,23.653,2
202412381,1238,4,23,23.762,1
202412381,1238,81,15,22.723,1
202412381,1238,16,21,25.574,1
202412381,1238,44,23,24.53,1
202412381,1238,1,36,25.131,1
202412381,1238,30,14,24.213,1
202412381,1238,63,39,23.519,1
202412381,1238,63,18,25.49,2
202412381,1238,12,39,23.002,1
202412381,1238,14,40,23.025,1
202412381,1238,14,26,24.832,2
202412381,1238,18,25,25.798,1
202412381,1238,18,21,25.546,2
202412381,1238,55,22,24.115,1
202412381,1238,55,32,23.891,2
202412381,1238,23,11,24.307,1
202412381,1238,23,49,23.915,2
202412381,1238,10,49,23.969,1
202412381,1238,7,47,23.772,1
202412381,1238,7,24,24.027,2
202412381,1238,31,48,23.947,1
202412381,1238,31,28,25.319,2
202412381,1238,87,45,23.503,1
202412381,1238,87,32,24.282,2
202412381,1238,22,37,23.293,1
202412381,1238,20,45,24.214,1
202412381,1238,20,47,25.873,2
202412381,1238,27,35,23.251,1
202412381,1238,27,21,23.712,2
202412381,1238,5,38,24.126,1
202412381,1238,5,49,23.207,2
202412391,1239,4,36,22.978,1
202412391,1239,81,38,24.377,1
202412391,1239,16,49,24.655,1
202412391,1239,16,45,24.692,2
202412391,1239,44,22,25.35,1
202412391,1239,1,29,22.917,1
202412391,1239,30,35,25.517,1
202412391,1239,63,48,23.077,1
202412391,1239,63,22,23.623,2
202412391,1239,12,13,22.508,1
202412391,1239,12,26,24.381,2
202412391,1239,14,46,25.124,1
202412391,1239,18,22,24.488,1
202412391,1239,18,45,23.457,2
202412391,1239,55,41,24.124,1
202412391,1239,23,35,24.707,1
202412391,1239,23,38,25.203,2
202412391,1239,10,32,25.888,1
202412391,1239,7,37,24.412,1
202412391,1239,31,34,23.873,1
202412391,1239,31,23,23.186,2
202412391,1239,87,11,24.491,1
202412391,1239,22,23,23.656,1
202412391,1239,22,27,22.273,2
202412391,1239,20,46,24.489,1
202412391,1239,27,45,24.7,1
202412391,1239,5,49,25.311,1
202412391,1239,5,16,25.888,2
202412401,1240,4,11,25.237,1
202412401,1240,81,30,24.084,1
202412401,1240,81,30,24.237,2
202412401,1240,16,29,23.252,1
202412401,1240,16,40,25.379,2
202412401,1240,44,41,24.273,1
202412401,1240,1,41,24.045,1
202412401,1240,30,20,24.347,1
202412401,1240,30,34,24.924,2
202412401,1240,63,43,23.964,1
202412401,1240,63,46,24.122,2
202412401,1240,12,29,23.555,1
202412401,1240,12,17,24.413,2
202412401,1240,14,46,23.4,1
202412401,1240,14,16,23.139,2
202412401,1240,18,20,24.325,1
202412401,1240,55,32,23.063,1
202412401,1240,55,15,24.827,2
202412401,1240,23,35,24.298,1
202412401,1240,10,18,24.169,1
202412401,1240,10,36,24.302,2
202412401,1240,7,28,23.845,1
202412401,1240,31,39,25.429,1
202412401,1240,87,27,24.826,1
202412401,1240,87,17,23.069,2
202412401,1240,22,41,24.747,1
202412401,1240,20,24,22.536,1
202412401,1240,27,48,24.104,1
202412401,1240,27,30,22.516,2
202412401,1240,5,17,25.044,1
202412411,1241,4,10,25.137,1
202412411,1241,81,48,23.559,1
202412411,1241,81,11,22.816,2
202412411,1241,16,36,23.348,1
202412411,1241,44,46,24.404,1
202412411,1241,44,10,23.962,2
202412411,1241,1,21,22.492,1
202412411,1241,1,30,22.659,2
202412411,1241,30,36,23.692,1
202412411,1241,63,34,23.241,1
202412411,1241,12,19,24.414,1
202412411,1241,14,33,25.207,1
202412411,1241,14,10,23.249,2
202412411,1241,18,33,23.597,1
202412411,1241,55,22,24.787,1
202412411,1241,55,19,23.63,2
202412411,1241,23,33,23.722,1
202412411,1241,10,43,23.386,1
202412411,1241,7,18,23.778,1
202412411,1241,31,37,24.42,1
202412411,1241,31,14,22.196,2
202412411,1241,87,13,23.704,1
202412411,1241,22,24,24.894,1
202412411,1241,22,39,25.216,2
202412411,1241,20,42,23.009,1
202412411,1241,27,40,23.044,1
202412411,1241,27,23,24.59,2
202412411,1241,5,28,24.184,1
202412421,1242,4,15,24.578,1
202412421,1242,81,13,23.732,1
202412421,1242,81,25,23.526,2
202412421,1242,16,47,22.675,1
202412421,1242,16,36,22.696,2
202412421,1242,44,30,23.236,1
202412421,1242,44,42,25.173,2
202412421,1242,1,14,22.563,1
202412421,1242,1,21,24.67,2
202412421,1242,30,44,21.905,1
202412421,1242,30,20,25.159,2
202412421,1242,63,33,23.407,1
202412421,1242,12,48,23.31,1
202412421,1242,12,38,24.199,2
202412421,1242,14,23,25.268,1
202412421,1242,14,10,25.73,2
202412421,1242,18,31,23.33,1
202412421,1242,55,45,24.167,1
202412421,1242,23,48,24.238,1
202412421,1242,10,23,23.366,1
202412421,1242,7,45,24.097,1
202412421,1242,31,26,23.562,1
202412421,1242,87,25,24.129,1
202412421,1242,87,15,26.603,2
202412421,1242,22,48,24.068,1
202412421,1242,20,10,23.155,1
202412421,1242,27,10,25.029,1
202412421,1242,5,20,24.611,1
202412431,1243,4,38,23.774,1
202412431,1243,81,49,25.46,1
202412431,1243,16,27,23.227,1
202412431,1243,16,24,23.544,2
202412431,1243,44,43,23.089,1
202412431,1243,1,41,25.601,1
202412431,1243,30,11,25.673,1
202412431,1243,63,24,23.905,1
202412431,1243,12,42,23.41,1
202412431,1243,12,17,24.384,2
202412431,1243,14,15,23.922,1
202412431,1243,18,43,25.551,1
202412431,1243,55,36,23.661,1
202412431,1243,55,28,23.852,2
202412431,1243,23,24,24.121,1
202412431,1243,10,35,25.432,1
202412431,1243,7,34,23.271,1
202412431,1243,31,44,23.983,1
202412431,1243,31,45,24.207,2
202412431,1243,87,47,24.414,1
202412431,1243,87,20,24.949,2
202412431,1243,22,42,25.124,1
202412431,1243,20,35,22.971,1
202412431,1243,20,13,24.885,2
202412431,1243,27,47,22.448,1
202412431,1243,5,21,23.725,1
202412431,1243,5,10,23.571,2
202412441,1244,4,47,25.618,1
202412441,1244,4,36,24.504,2
202412441,1244,81,21,23.776,1
202412441,1244,16,22,23.624,1
202412441,1244,16,16,24.042,2
202412441,1244,44,26,23.762,1
202412441,1244,1,19,24.044,1
202412441,1244,30,45,24.645,1
202412441,1244,63,41,24.366,1
202412441,1244,12,21,24.426,1
202412441,1244,14,48,23.748,1
202412441,1244,18,20,25.16,1
202412441,1244,18,41,25.589,2
202412441,1244,55,14,25.413,1
202412441,1244,23,11,23.032,1
202412441,1244,10,14,23.496,1
202412441,1244,10,19,23.528,2
202412441,1244,7,15,25.065,1
202412441,1244,7,17,23.778,2
202412441,1244,31,12,23.251,1
202412441,1244,31,17,24.819,2
202412441,1244,87,30,23.164,1
202412441,1244,22,33,23.232,1
202412441,1244,22,49,24.5,2
202412441,1244,20,41,22.91,1
202412441,1244,20,41,25.669,2
202412441,1244,27,44,24.661,1
202412441,1244,5,44,23.938,1
202412441,1244,5,26,23.72,2
202412451,1245,4,16,24.134,1
202412451,1245,81,45,23.485,1
202412451,1245,81,23,22.21,2
202412451,1245,16,14,23.531,1
202412451,1245,16,23,24.017,2
202412451,1245,44,33,23.977,1
202412451,1245,44,26,24.401,2
202412451,1245,1,48,21.994,1
202412451,1245,1,19,22.236,2
202412451,1245,30,25,23.866,1
202412451,1245,30,19,24.089,2
202412451,1245,63,33,24.15,1
202412451,1245,12,39,22.662,1
202412451,1245,14,30,24.545,1
202412451,1245,14,35,22.743,2
202412451,1245,18,33,22.357,1
202412451,1245,55,47,22.944,1
202412451,1245,23,44,26.015,1
202412451,1245,10,10,25.135,1
202412451,1245,7,21,26.669,1
202412451,1245,31,45,26.414,1
202412451,1245,31,26,24.144,2
202412451,1245,87,36,23.511,1
202412451,1245,87,45,25.627,2
202412451,1245,22,36,25.11,1
202412451,1245,22,36,22.743,2
202412451,1245,20,41,24.232,1
202412451,1245,27,45,26.002,1
202412451,1245,27,19,23.355,2
202412451,1245,5,16,23.881,1
202412451,1245,5,33,25.842,2
202412461,1246,4,36,24.592,1
202412461,1246,4,49,24.896,2
202412461,1246,81,10,22.993,1
202412461,1246,81,20,24.364,2
202412461,1246,16,40,23.886,1
202412461,1246,44,10,25.185,1
202412461,1246,1,36,25.763,1
202412461,1246,30,32,23.992,1
202412461,1246,63,31,22.807,1
202412461,1246,12,17,23.137,1
202412461,1246,14,43,23.0,1
202412461,1246,18,48,23.789,1
202412461,1246,18,19,22.601,2
202412461,1246,55,46,24.62,1
202412461,1246,55,25,24.601,2
202412461,1246,23,42,21.534,1
202412461,1246,23,39,24.944,2
202412461,1246,10,36,22.934,1
202412461,1246,7,16,24.949,1
202412461,1246,31,38,23.312,1
202412461,1246,31,33,23.215,2
202412461,1246,87,14,25.806,1
202412461,1246,22,47,24.199,1
202412461,1246,20,15,25.883,1
202412461,1246,20,24,23.946,2
202412461,1246,27,35,25.717,1
202412461,1246,27,46,23.823,2
202412461,1246,5,18,23.104,1
202412471,1247,4,24,23.678,1
202412471,1247,81,42,24.398,1
202412471,1247,81,31,25.196,2
202412471,1247,16,36,25.605,1
202412471,1247,44,43,23.983,1
202412471,1247,1,39,23.143,1
202412471,1247,1,21,24.436,2
202412471,1247,30,15,25.404,1
202412471,1247,30,21,23.782,2
202412471,1247,63,43,24.061,1
202412471,1247,63,11,25.789,2
202412471,1247,12,48,23.978,1
202412471,1247,14,36,26.097,1
202412471,1247,14,11,24.791,2
202412471,1247,18,45,25.035,1
202412471,1247,18,48,25.577,2
202412471,1247,55,22,24.096,1
202412471,1247,55,15,24.55,2
202412471,1247,23,21,23.152,1
202412471,1247,10,13,24.523,1
202412471,1247,10,41,24.621,2
202412471,1247,7,25,24.375,1
202412471,1247,31,31,23.799,1
202412471,1247,87,21,23.294,1
202412471,1247,87,30,24.047,2
202412471,1247,22,29,23.016,1
202412471,1247,20,11,23.382,1
202412471,1247,20,27,24.463,2
202412471,1247,27,46,25.235,1
202412471,1247,27,30,22.868,2
202412471,1247,5,33,23.475,1
202412481,1248,4,20,22.9,1
202412481,1248,81,28,23.811,1
202412481,1248,16,38,23.893,1
202412481,1248,44,32,23.559,1
202412481,1248,1,16,23.37,1
202412481,1248,1,28,24.174,2
202412481,1248,30,35,24.003,1
202412481,1248,30,36,22.465,2
202412481,1248,63,35,25.132,1
202412481,1248,63,36,22.965,2
202412481,1248,12,37,23.792,1
202412481,1248,14,36,24.065,1
202412481,1248,18,46,24.486,1
202412481,1248,55,42,24.012,1
202412481,1248,55,16,22.379,2
202412481,1248,23,28,23.772,1
202412481,1248,10,44,24.286,1
202412481,1248,10,26,25.252,2
202412481,1248,7,32,24.634,1
202412481,1248,31,12,25.664,1
202412481,1248,87,30,23.391,1
202412481,1248,22,24,25.804,1
202412481,1248,20,34,22.434,1
202412481,1248,20,26,22.489,2
202412481,1248,27,44,22.42,1
202412481,1248,27,29,26.148,2
202412481,1248,5,33,25.79,1
202412501,1250,4,20,23.9,1
202412501,1250,4,41,21.876,2
202412501,1250,81,48,24.066,1
202412501,1250,16,17,24.491,1
202412501,1250,44,17,24.596,1
202412501,1250,44,47,23.108,2
202412501,1250,1,37,23.809,1
202412501,1250,1,44,22.91,2
202412501,1250,30,23,26.337,1
202412501,1250,63,39,24.734,1
202412501,1250,12,24,24.757,1
202412501,1250,14,18,23.162,1
202412501,1250,18,16,24.376,1
202412501,1250,55,22,22.706,1
202412501,1250,55,46,23.906,2
202412501,1250,23,43,24.582,1
202412501,1250,10,39,23.04,1
202412501,1250,7,26,24.097,1
202412501,1250,7,17,23.607,2
202412501,1250,31,27,22.892,1
202412501,1250,87,24,24.181,1
202412501,1250,22,20,23.827,1
202412501,1250,20,41,26.243,1
202412501,1250,27,31,25.122,1
202412501,1250,5,34,23.931,1
202412511,1251,4,17,24.504,1
202412511,1251,4,26,23.572,2
202412511,1251,81,10,22.776,1
202412511,1251,81,47,24.411,2
202412511,1251,16,17,23.852,1
202412511,1251,44,13,23.075,1
202412511,1251,1,11,24.554,1
202412511,1251,30,25,24.988,1
202412511,1251,30,37,23.644,2
202412511,1251,63,30,24.224,1
202412511,1251,63,31,23.967,2
202412511,1251,12,30,24.497,1
202412511,1251,12,41,22.777,2
202412511,1251,14,47,22.754,1
202412511,1251,14,13,24.131,2
202412511,1251,18,14,23.566,1
202412511,1251,55,40,23.717,1
202412511,1251,23,43,22.562,1
202412511,1251,23,46,24.263,2
202412511,1251,10,29,24.119,1
202412511,1251,10,15,23.851,2
202412511,1251,7,34,24.063,1
202412511,1251,7,40,24.837,2
202412511,1251,31,20,23.311,1
202412511,1251,87,22,21.788,1
202412511,1251,22,34,22.606,1
202412511,1251,20,29,24.934,1
202412511,1251,20,27,23.783,2
202412511,1251,27,42,25.409,1
202412511,1251,5,12,23.91,1
202412511,1251,5,40,23.666,2
202412521,1252,4,12,24.052,1
202412521,1252,81,37,24.988,1
202412521,1252,81,33,23.692,2
202412521,1252,16,19,23.255,1
202412521,1252,16,42,22.985,2
202412521,1252,44,12,23.159,1
202412521,1252,44,35,23.828,2
202412521,1252,1,16,23.897,1
202412521,1252,30,45,22.992,1
202412521,1252,63,18,25.212,1
202412521,1252,63,17,24.639,2
202412521,1252,12,29,24.393,1
202412521,1252,12,24,24.527,2
202412521,1252,14,35,23.763,1
202412521,1252,14,45,24.592,2
202412521,1252,18,40,25.161,1
202412521,1252,55,23,23.996,1
202412521,1252,55,36,22.504,2
202412521,1252,23,44,23.768,1
202412521,1252,10,14,23.229,1
202412521,1252,10,33,25.913,2
202412521,1252,7,10,24.94,1
202412521,1252,31,41,23.751,1
202412521,1252,31,31,22.827,2
202412521,1252,87,36,24.148,1
202412521,1252,22,16,24.081,1
202412521,1252,22,45,24.022,2
202412521,1252,20,32,25.79,1
202412521,1252,20,28,22.58,2
202412521,1252,27,37,24.504,1
202412521,1252,5,11,24.636,1
202412521,1252,5,40,24.238,2
202412531,1253,4,41,24.304,1
202412531,1253,81,35,22.698,1
202412531,1253,16,42,23.534,1
202412531,1253,16,23,24.661,2
202412531,1253,44,49,24.658,1
202412531,1253,44,19,24.973,2
202412531,1253,1,24,25.916,1
202412531,1253,1,33,24.585,2
202412531,1253,30,40,24.452,1
202412531,1253,30,18,24.741,2
202412531,1253,63,16,26.465,1
202412531,1253,12,21,22.802,1
202412531,1253,14,36,24.125,1
202412531,1253,14,10,24.485,2
202412531,1253,18,43,22.808,1
202412531,1253,18,49,23.921,2
202412531,1253,55,45,24.994,1
202412531,1253,55,33,22.65,2
202412531,1253,23,31,24.465,1
202412531,1253,10,10,23.841,1
202412531,1253,7,45,25.258,1
202412531,1253,31,46,24.592,1
202412531,1253,31,21,24.528,2
202412531,1253,87,31,23.848,1
202412531,1253,87,19,24.426,2
202412531,1253,22,37,24.619,1
202412531,1253,20,38,25.66,1
202412531,1253,20,32,23.529,2
202412531,1253,27,40,22.278,1
202412531,1253,5,33,23.762,1
202412531,1253,5,14,24.342,2
