session_key,meeting_key,driver_number,position,points,grid_position,status
202412331,1233,4,1,25,10,Finished
202412331,1233,1,2,18,14,Finished
202412331,1233,63,3,15,17,Finished
202412331,1233,14,4,0,6,Finished
202412331,1233,44,5,0,20,Finished
202412331,1233,12,6,0,10,Finished
202412331,1233,23,7,0,14,Finished
202412331,1233,81,8,0,18,Finished
202412331,1233,55,9,0,14,Finished
202412331,1233,16,10,0,8,Finished
202412331,1233,30,11,0,3,Finished
202412331,1233,5,12,0,15,Finished
202412331,1233,20,13,0,11,Finished
202412331,1233,22,14,0,15,Finished
202412331,1233,7,15,0,18,Finished
202412331,1233,87,16,0,2,Finished
202412331,1233,27,17,0,3,Finished
202412331,1233,10,18,0,4,Finished
202412331,1233,18,19,0,10,Finished
202412331,1233,31,20,0,4,Finished
202412341,1234,63,1,25,12,Finished
202412341,1234,44,2,18,12,Finished
202412341,1234,1,3,15,15,Finished
202412341,1234,30,4,0,2,Finished
202412341,1234,4,5,0,9,Finished
202412341,1234,14,6,0,2,Finished
202412341,1234,27,7,0,10,Finished
202412341,1234,16,8,0,20,Finished
202412341,1234,12,9,0,17,Finished
202412341,1234,22,10,0,17,Finished
202412341,1234,18,11,0,14,Finished
202412341,1234,20,12,0,14,Finished
202412341,1234,55,13,0,11,Finished
202412341,1234,10,14,0,4,Finished
202412341,1234,81,15,0,20,Finished
202412341,1234,7,16,0,7,Finished
202412341,1234,23,17,0,18,Finished
202412341,1234,87,18,0,5,Finished
202412341,1234,31,19,0,3,Finished
202412341,1234,5,20,0,19,Finished
202412351,1235,44,1,25,11,Finished
202412351,1235,4,2,18,13,Finished
202412351,1235,23,3,15,18,Finished
202412351,1235,30,4,0,13,Finished
202412351,1235,18,5,0,6,Finished
202412351,1235,1,6,0,4,Finished
202412351,1235,81,7,0,14,Finished
202412351,1235,14,8,0,17,Finished
202412351,1235,16,9,0,11,Finished
202412351,1235,10,10,0,14,Finished
202412351,1235,55,11,0,19,Finished
202412351,1235,20,12,0,2,Finished
202412351,1235,7,13,0,1,Finished
202412351,1235,22,14,0,1,Finished
202412351,1235,27,15,0,15,Finished
202412351,1235,31,16,0,3,Finished
202412351,1235,12,17,0,12,Finished
202412351,1235,63,18,0,19,Finished
202412351,1235,5,19,0,15,Finished
202412351,1235,87,20,0,10,Finished
202412361,1236,30,1,25,5,Finished
202412361,1236,16,2,18,5,Finished
202412361,1236,44,3,15,17,Finished
202412361,1236,12,4,0,1,Finished
202412361,1236,63,5,0,17,Finished
202412361,1236,81,6,0,13,Finished
202412361,1236,14,7,0,2,Finished
202412361,1236,55,8,0,5,Finished
202412361,1236,23,9,0,6,Finished
202412361,1236,1,10,0,2,Finished
202412361,1236,4,11,0,13,Finished
202412361,1236,5,12,0,3,Finished
202412361,1236,10,13,0,14,Finished
202412361,1236,87,14,0,17,Finished
202412361,1236,20,15,0,17,Finished
202412361,1236,22,16,0,16,Finished
202412361,1236,7,17,0,3,Finished
202412361,1236,31,18,0,14,Finished
202412361,1236,27,19,0,11,Finished
202412361,1236,18,20,0,10,Finished
202412371,1237,1,1,25,11,Finished
202412371,1237,16,2,18,7,Finished
202412371,1237,44,3,15,19,Finished
202412371,1237,81,4,0,10,Finished
202412371,1237,63,5,0,10,Finished
202412371,1237,30,6,0,11,Finished
202412371,1237,55,7,0,1,Finished
202412371,1237,7,8,0,13,Finished
202412371,1237,14,9,0,9,Finished
202412371,1237,10,10,0,8,Finished
202412371,1237,12,11,0,17,Finished
202412371,1237,4,12,0,1,Finished
202412371,1237,27,13,0,9,Finished
202412371,1237,18,14,0,19,Finished
202412371,1237,22,15,0,19,Finished
202412371,1237,20,16,0,5,Finished
202412371,1237,31,17,0,19,Finished
202412371,1237,23,18,0,17,Finished
202412371,1237,5,19,0,4,Finished
202412371,1237,87,20,0,12,Finished
202412381,1238,1,1,25,2,Finished
202412381,1238,44,2,18,9,Finished
202412381,1238,81,3,15,13,Finished
202412381,1238,63,4,0,2,Finished
202412381,1238,30,5,0,4,Finished
202412381,1238,16,6,0,20,Finished
202412381,1238,4,7,0,5,Finished
202412381,1238,55,8,0,17,Finished
202412381,1238,12,9,0,19,Finished
202412381,1238,7,10,0,19,Finished
202412381,1238,87,11,0,20,Finished
202412381,1238,23,12,0,6,Finished
202412381,1238,22,13,0,5,Finished
202412381,1238,10,14,0,7,Finished
202412381,1238,14,15,0,9,Finished
202412381,1238,31,16,0,16,Finished
202412381,1238,18,17,0,19,Finished
202412381,1238,27,18,0,6,Finished
202412381,1238,5,19,0,6,Finished
202412381,1238,20,20,0,15,Finished
202412391,1239,44,1,25,5,Finished
202412391,1239,1,2,18,19,Finished
202412391,1239,30,3,15,19,Finished
202412391,1239,4,4,0,4,Finished
202412391,1239,63,5,0,5,Finished
202412391,1239,16,6,0,4,Finished
202412391,1239,14,7,0,6,Finished
202412391,1239,31,8,0,1,Finished
202412391,1239,81,9,0,8,Finished
202412391,1239,23,10,0,7,Finished
202412391,1239,22,11,0,11,Finished
202412391,1239,55,12,0,11,Finished
202412391,1239,12,13,0,1,Finished
202412391,1239,7,14,0,11,Finished
202412391,1239,18,15,0,19,Finished
202412391,1239,87,16,0,17,Finished
202412391,1239,10,17,0,6,Finished
202412391,1239,27,18,0,20,Finished
202412391,1239,20,19,0,6,Finished
202412391,1239,5,20,0,1,Finished
202412401,1240,4,1,25,4,Finished
202412401,1240,14,2,18,19,Finished
202412401,1240,81,3,15,17,Finished
202412401,1240,16,4,0,12,Finished
202412401,1240,63,5,0,12,Finished
202412401,1240,44,6,0,12,Finished
202412401,1240,30,7,0,3,Finished
202412401,1240,12,8,0,1,Finished
202412401,1240,23,9,0,2,Finished
202412401,1240,31,10,0,14,Finished
202412401,1240,1,11,0,13,Finished
202412401,1240,7,12,0,16,Finished
202412401,1240,10,13,0,14,Finished
202412401,1240,18,14,0,9,Finished
202412401,1240,87,15,0,1,Finished
202412401,1240,55,16,0,1,Finished
202412401,1240,27,17,0,6,Finished
202412401,1240,22,18,0,3,Finished
202412401,1240,5,19,0,11,Finished
202412401,1240,20,20,0,9,Finished
202412411,1241,1,1,25,17,Finished
202412411,1241,4,2,18,2,Finished
202412411,1241,44,3,15,6,Finished
202412411,1241,63,4,0,7,Finished
202412411,1241,81,5,0,9,Finished
202412411,1241,14,6,0,20,Finished
202412411,1241,10,7,0,10,Finished
202412411,1241,16,8,0,2,Finished
202412411,1241,87,9,0,8,Finished
202412411,1241,30,10,0,13,Finished
202412411,1241,23,11,0,9,Finished
202412411,1241,12,12,0,18,Finished
202412411,1241,22,13,0,8,Finished
202412411,1241,27,14,0,4,Finished
202412411,1241,20,15,0,19,Finished
202412411,1241,55,16,0,8,Finished
202412411,1241,18,17,0,7,Finished
202412411,1241,31,18,0,11,Finished
202412411,1241,5,19,0,13,Finished
202412411,1241,7,20,0,5,Finished
202412421,1242,63,1,25,7,Finished
202412421,1242,44,2,18,5,Finished
202412421,1242,81,3,15,9,Finished
202412421,1242,16,4,0,1,Finished
202412421,1242,22,5,0,11,Finished
202412421,1242,12,6,0,6,Finished
202412421,1242,14,7,0,14,Finished
202412421,1242,10,8,0,8,Finished
202412421,1242,18,9,0,20,Finished
202412421,1242,30,10,0,14,Finished
202412421,1242,1,11,0,4,Finished
202412421,1242,4,12,0,3,Finished
202412421,1242,55,13,0,3,Finished
202412421,1242,23,14,0,6,Finished
202412421,1242,27,15,0,4,Finished
202412421,1242,7,16,0,15,Finished
202412421,1242,5,17,0,2,Finished
202412421,1242,31,18,0,14,Finished
202412421,1242,20,19,0,17,Finished
202412421,1242,87,20,0,16,Finished
202412431,1243,4,1,25,12,Finished
202412431,1243,1,2,18,12,Finished
202412431,1243,44,3,15,1,Finished
202412431,1243,23,4,0,16,Finished
202412431,1243,81,5,0,18,Finished
202412431,1243,63,6,0,20,Finished
202412431,1243,16,7,0,9,Finished
202412431,1243,30,8,0,14,Finished
202412431,1243,55,9,0,1,Finished
202412431,1243,12,10,0,6,Finished
202412431,1243,27,11,0,14,Finished
202412431,1243,14,12,0,17,Finished
202412431,1243,10,13,0,19,Finished
202412431,1243,5,14,0,13,Finished
202412431,1243,20,15,0,3,Finished
202412431,1243,18,16,0,8,Finished
202412431,1243,7,17,0,4,Finished
202412431,1243,22,18,0,5,Finished
202412431,1243,31,19,0,16,Finished
202412431,1243,87,20,0,13,Finished
202412441,1244,1,1,25,6,Finished
202412441,1244,4,2,18,11,Finished
202412441,1244,16,3,15,3,Finished
202412441,1244,30,4,0,10,Finished
202412441,1244,14,5,0,15,Finished
202412441,1244,81,6,0,8,Finished
202412441,1244,63,7,0,19,Finished
202412441,1244,18,8,0,15,Finished
202412441,1244,55,9,0,20,Finished
202412441,1244,12,10,0,12,Finished
202412441,1244,23,11,0,6,Finished
202412441,1244,20,12,0,8,Finished
202412441,1244,44,13,0,14,Finished
202412441,1244,7,14,0,13,Finished
202412441,1244,22,15,0,12,Finished
202412441,1244,10,16,0,10,Finished
202412441,1244,27,17,0,15,Finished
202412441,1244,87,18,0,9,Finished
202412441,1244,31,19,0,19,Finished
202412441,1244,5,20,0,6,Finished
202412451,1245,44,1,25,2,Finished
202412451,1245,81,2,18,10,Finished
202412451,1245,1,3,15,11,Finished
202412451,1245,30,4,0,9,Finished
202412451,1245,4,5,0,8,Finished
202412451,1245,16,6,0,18,Finished
202412451,1245,55,7,0,19,Finished
202412451,1245,63,8,0,13,Finished
202412451,1245,18,9,0,12,Finished
202412451,1245,31,10,0,11,Finished
202412451,1245,23,11,0,12,Finished
202412451,1245,12,12,0,14,Finished
202412451,1245,10,13,0,16,Finished
202412451,1245,7,14,0,3,Finished
202412451,1245,22,15,0,10,Finished
202412451,1245,27,16,0,14,Finished
202412451,1245,14,17,0,8,Finished
202412451,1245,87,18,0,16,Finished
202412451,1245,5,19,0,18,Finished
202412451,1245,20,20,0,4,Finished
202412461,1246,44,1,25,6,Finished
202412461,1246,1,2,18,6,Finished
202412461,1246,23,3,15,5,Finished
202412461,1246,16,4,0,1,Finished
202412461,1246,20,5,0,9,Finished
202412461,1246,63,6,0,11,Finished
202412461,1246,81,7,0,15,Finished
202412461,1246,55,8,0,4,Finished
202412461,1246,4,9,0,6,Finished
202412461,1246,14,10,0,14,Finished
202412461,1246,12,11,0,15,Finished
202412461,1246,10,12,0,7,Finished
202412461,1246,30,13,0,19,Finished
202412461,1246,22,14,0,10,Finished
202412461,1246,18,15,0,4,Finished
202412461,1246,7,16,0,1,Finished
202412461,1246,31,17,0,18,Finished
202412461,1246,5,18,0,10,Finished
202412461,1246,87,19,0,13,Finished
202412461,1246,27,20,0,11,Finished
202412471,1247,16,1,25,10,Finished
202412471,1247,44,2,18,20,Finished
202412471,1247,4,3,15,11,Finished
202412471,1247,1,4,0,4,Finished
202412471,1247,63,5,0,13,Finished
202412471,1247,81,6,0,8,Finished
202412471,1247,55,7,0,6,Finished
202412471,1247,30,8,0,17,Finished
202412471,1247,18,9,0,15,Finished
202412471,1247,12,10,0,10,Finished
202412471,1247,27,11,0,1,Finished
202412471,1247,22,12,0,20,Finished
202412471,1247,10,13,0,15,Finished
202412471,1247,20,14,0,6,Finished
202412471,1247,23,15,0,15,Finished
202412471,1247,14,16,0,18,Finished
202412471,1247,7,17,0,14,Finished
202412471,1247,31,18,0,15,Finished
202412471,1247,87,19,0,1,Finished
202412471,1247,5,20,0,13,Finished
202412481,1248,1,1,25,13,Finished
202412481,1248,16,2,18,10,Finished
202412481,1248,44,3,15,1,Finished
202412481,1248,14,4,0,5,Finished
202412481,1248,63,5,0,1,Finished
202412481,1248,12,6,0,15,Finished
202412481,1248,30,7,0,5,Finished
202412481,1248,7,8,0,8,Finished
202412481,1248,81,9,0,6,Finished
202412481,1248,4,10,0,9,Finished
202412481,1248,55,11,0,4,Finished
202412481,1248,87,12,0,17,Finished
202412481,1248,22,13,0,4,Finished
202412481,1248,5,14,0,5,Finished
202412481,1248,23,15,0,2,Finished
202412481,1248,18,16,0,14,Finished
202412481,1248,10,17,0,12,Finished
202412481,1248,31,18,0,9,Finished
202412481,1248,27,19,0,1,Finished
202412481,1248,20,20,0,7,Finished
202412501,1250,4,1,25,12,Finished
202412501,1250,14,2,18,5,Finished
202412501,1250,63,3,15,7,Finished
202412501,1250,16,4,0,9,Finished
202412501,1250,1,5,0,15,Finished
202412501,1250,44,6,0,10,Finished
202412501,1250,81,7,0,14,Finished
202412501,1250,23,8,0,17,Finished
202412501,1250,30,9,0,17,Finished
202412501,1250,55,10,0,17,Finished
202412501,1250,7,11,0,8,Finished
202412501,1250,12,12,0,18,Finished
202412501,1250,20,13,0,6,Finished
202412501,1250,10,14,0,10,Finished
202412501,1250,27,15,0,18,Finished
202412501,1250,31,16,0,7,Finished
202412501,1250,18,17,0,1,Finished
202412501,1250,87,18,0,18,Finished
202412501,1250,5,19,0,13,Finished
202412501,1250,22,20,0,7,Finished
202412511,1251,63,1,25,20,Finished
202412511,1251,44,2,18,6,Finished
202412511,1251,16,3,15,10,Finished
202412511,1251,81,4,0,19,Finished
202412511,1251,1,5,0,5,Finished
202412511,1251,30,6,0,13,Finished
202412511,1251,12,7,0,8,Finished
202412511,1251,55,8,0,16,Finished
202412511,1251,22,9,0,1,Finished
202412511,1251,18,10,0,19,Finished
202412511,1251,4,11,0,11,Finished
202412511,1251,23,12,0,20,Finished
202412511,1251,14,13,0,2,Finished
202412511,1251,20,14,0,8,Finished
202412511,1251,10,15,0,5,Finished
202412511,1251,5,16,0,3,Finished
202412511,1251,27,17,0,6,Finished
202412511,1251,31,18,0,11,Finished
202412511,1251,87,19,0,11,Finished
202412511,1251,7,20,0,4,Finished
202412521,1252,4,1,25,20,Finished
202412521,1252,63,2,18,13,Finished
202412521,1252,16,3,15,13,Finished
202412521,1252,1,4,0,10,Finished
202412521,1252,44,5,0,6,Finished
202412521,1252,81,6,0,2,Finished
202412521,1252,18,7,0,15,Finished
202412521,1252,30,8,0,9,Finished
202412521,1252,31,9,0,11,Finished
202412521,1252,10,10,0,7,Finished
202412521,1252,12,11,0,5,Finished
202412521,1252,55,12,0,20,Finished
202412521,1252,14,13,0,14,Finished
202412521,1252,22,14,0,3,Finished
202412521,1252,7,15,0,1,Finished
202412521,1252,5,16,0,8,Finished
202412521,1252,23,17,0,18,Finished
202412521,1252,87,18,0,19,Finished
202412521,1252,27,19,0,7,Finished
202412521,1252,20,20,0,2,Finished
202412531,1253,16,1,25,16,Finished
202412531,1253,44,2,18,5,Finished
202412531,1253,81,3,15,17,Finished
202412531,1253,4,4,0,1,Finished
202412531,1253,1,5,0,5,Finished
202412531,1253,63,6,0,3,Finished
202412531,1253,14,7,0,8,Finished
202412531,1253,12,8,0,4,Finished
202412531,1253,23,9,0,2,Finished
202412531,1253,55,10,0,2,Finished
202412531,1253,10,11,0,9,Finished
202412531,1253,30,12,0,3,Finished
202412531,1253,27,13,0,10,Finished
202412531,1253,18,14,0,17,Finished
202412531,1253,20,15,0,20,Finished
202412531,1253,87,16,0,1,Finished
202412531,1253,31,17,0,6,Finished
202412531,1253,7,18,0,20,Finished
202412531,1253,22,19,0,20,Finished
202412531,1253,5,20,0,12,Finished
