session_key,meeting_key,driver_number,position
202412461,1246,81,20
202412471,1247,16,1
202412471,1247,10,2
202412471,1247,81,3
202412471,1247,5,4
202412471,1247,87,5
202412471,1247,4,6
202412471,1247,1,7
202412471,1247,31,8
202412471,1247,22,9
202412471,1247,30,10
202412471,1247,27,11
202412471,1247,18,12
202412471,1247,20,13
202412471,1247,55,14
202412471,1247,44,15
202412471,1247,23,16
202412471,1247,14,17
202412471,1247,63,18
202412471,1247,12,19
202412471,1247,7,20
202412481,1248,5,1
202412481,1248,7,2
202412481,1248,4,3
202412481,1248,31,4
202412481,1248,87,5
202412481,1248,23,6
202412481,1248,27,7
202412481,1248,30,8
202412481,1248,55,9
202412481,1248,81,10
202412481,1248,10,11
202412481,1248,18,12
202412481,1248,63,13
202412481,1248,12,14
202412481,1248,1,15
202412481,1248,20,16
202412481,1248,16,17
202412481,1248,44,18
202412481,1248,14,19
202412481,1248,22,20
202412501,1250,87,1
202412501,1250,16,2
202412501,1250,81,3
202412501,1250,63,4
202412501,1250,10,5
202412501,1250,18,6
202412501,1250,7,7
202412501,1250,55,8
202412501,1250,12,9
202412501,1250,30,10
202412501,1250,4,11
202412501,1250,5,12
202412501,1250,44,13
202412501,1250,14,14
202412501,1250,27,15
202412501,1250,23,16
202412501,1250,22,17
202412501,1250,1,18
202412501,1250,20,19
202412501,1250,31,20
202412511,1251,5,1
202412511,1251,30,2
202412511,1251,22,3
202412511,1251,27,4
202412511,1251,81,5
202412511,1251,4,6
202412511,1251,14,7
202412511,1251,63,8
202412511,1251,16,9
202412511,1251,31,10
202412511,1251,18,11
202412511,1251,44,12
202412511,1251,23,13
202412511,1251,10,14
202412511,1251,55,15
202412511,1251,87,16
202412511,1251,7,17
202412511,1251,1,18
202412511,1251,12,19
202412511,1251,20,20
202412521,1252,87,1
202412521,1252,16,2
202412521,1252,27,3
202412521,1252,12,4
202412521,1252,44,5
202412521,1252,22,6
202412521,1252,5,7
202412521,1252,4,8
202412521,1252,20,9
202412521,1252,31,10
202412521,1252,55,11
202412521,1252,18,12
202412521,1252,63,13
202412521,1252,23,14
202412521,1252,1,15
202412521,1252,14,16
202412521,1252,10,17
202412521,1252,30,18
202412521,1252,7,19
202412521,1252,81,20
202412531,1253,12,1
202412531,1253,81,2
202412531,1253,16,3
202412531,1253,30,4
202412531,1253,55,5
202412531,1253,20,6
202412531,1253,1,7
202412531,1253,31,8
202412531,1253,27,9
202412531,1253,14,10
202412531,1253,22,11
202412531,1253,7,12
202412531,1253,44,13
202412531,1253,87,14
202412531,1253,23,15
202412531,1253,4,16
202412531,1253,63,17
202412531,1253,18,18
202412531,1253,5,19
202412531,1253,10,20
