session_key,meeting_key,driver_number,lap_number,gap_to_leader,interval
202312291,1229,1,5,4.124,0.888
202312291,1229,30,5,5.713,1.59
202312291,1229,63,5,6.852,1.138
202312291,1229,12,5,9.195,2.343
202312291,1229,14,5,9.76,0.565
202312291,1229,18,5,10.583,0.823
202312291,1229,55,5,11.366,0.783
202312291,1229,23,5,12.733,1.367
202312291,1229,10,5,13.334,0.601
202312291,1229,7,5,15.28,1.945
202312291,1229,22,5,17.279,1.999
202312291,1229,20,5,19.2,1.921
202312291,1229,31,5,20.468,1.268
202312291,1229,87,5,21.615,1.147
202312291,1229,27,5,23.371,1.756
202312291,1229,5,5,24.133,0.761
202312301,1230,16,1,0.0,0.0
202312301,1230,44,1,0.198,0.198
202312301,1230,4,1,0.472,0.274
202312301,1230,81,1,0.579,0.107
202312301,1230,1,1,1.052,0.472
202312301,1230,30,1,1.288,0.236
202312301,1230,63,1,1.601,0.314
202312301,1230,12,1,2.022,0.421
202312301,1230,14,1,2.146,0.124
202312301,1230,18,1,2.321,0.174
202312301,1230,55,1,2.7,0.38
202312301,1230,23,1,3.07,0.37
202312301,1230,10,1,3.215,0.145
202312301,1230,7,1,3.644,0.428
202312301,1230,22,1,3.829,0.185
202312301,1230,20,1,4.114,0.285
202312301,1230,31,1,4.469,0.355
202312301,1230,87,1,4.947,0.478
202312301,1230,27,1,5.261,0.314
202312301,1230,5,1,5.754,0.494
202312301,1230,16,2,0.0,0.0
202312301,1230,44,2,0.369,0.369
202312301,1230,4,2,0.637,0.268
202312301,1230,81,2,0.897,0.261
202312301,1230,1,2,1.128,0.231
202312301,1230,30,2,1.85,0.722
202312301,1230,63,2,2.655,0.805
202312301,1230,12,2,3.0,0.345
202312301,1230,14,2,3.804,0.804
202312301,1230,18,2,4.17,0.366
202312301,1230,55,2,4.603,0.433
202312301,1230,23,2,5.585,0.982
202312301,1230,10,2,6.34,0.755
202312301,1230,7,2,6.878,0.538
202312301,1230,22,2,7.183,0.305
202312301,1230,20,2,7.809,0.626
202312301,1230,31,2,8.511,0.702
202312301,1230,87,2,9.236,0.724
202312301,1230,27,2,9.442,0.206
202312301,1230,5,2,9.997,0.555
202312301,1230,16,3,0.0,0.0
202312301,1230,44,3,1.183,1.183
202312301,1230,4,3,1.687,0.504
202312301,1230,81,3,2.576,0.889
202312301,1230,1,3,2.965,0.39
202312301,1230,30,3,4.367,1.401
202312301,1230,63,3,5.826,1.46
202312301,1230,12,3,6.493,0.667
202312301,1230,14,3,7.255,0.761
202312301,1230,18,3,8.011,0.756
202312301,1230,55,3,8.715,0.704
202312301,1230,23,3,9.886,1.171
202312301,1230,10,3,10.52,0.635
202312301,1230,7,3,11.768,1.248
202312301,1230,22,3,12.431,0.663
202312301,1230,20,3,12.735,0.304
202312301,1230,31,3,14.19,1.455
202312301,1230,87,3,15.221,1.031
202312301,1230,27,3,16.543,1.322
202312301,1230,5,3,16.9,0.357
202312301,1230,16,4,0.0,0.0
202312301,1230,44,4,1.016,1.016
202312301,1230,4,4,1.91,0.894
202312301,1230,81,4,3.045,1.136
202312301,1230,1,4,4.721,1.675
202312301,1230,30,4,6.153,1.432
202312301,1230,63,4,7.68,1.527
202312301,1230,12,4,8.379,0.699
202312301,1230,14,4,9.818,1.439
202312301,1230,18,4,10.51,0.693
202312301,1230,55,4,11.213,0.703
202312301,1230,23,4,12.303,1.09
202312301,1230,10,4,14.048,1.745
202312301,1230,7,4,15.381,1.334
202312301,1230,22,4,16.378,0.997
202312301,1230,20,4,16.8,0.421
202312301,1230,31,4,18.651,1.852
202312301,1230,87,4,20.552,1.901
202312301,1230,27,4,22.117,1.565
202312301,1230,5,4,23.269,1.152
202312301,1230,16,5,0.0,0.0
202312301,1230,44,5,1.448,1.448
202312301,1230,4,5,2.917,1.469
202312301,1230,81,5,5.342,2.425
202312301,1230,1,5,5.932,0.59
202312301,1230,30,5,6.904,0.971
202312301,1230,63,5,8.593,1.689
202312301,1230,12,5,9.722,1.129
202312301,1230,14,5,11.721,1.999
202312301,1230,18,5,14.079,2.358
202312301,1230,55,5,15.099,1.02
202312301,1230,23,5,15.696,0.597
202312301,1230,10,5,17.576,1.88
202312301,1230,7,5,19.219,1.643
202312301,1230,22,5,19.902,0.683
202312301,1230,20,5,20.807,0.905
202312301,1230,31,5,22.651,1.844
202312301,1230,87,5,23.405,0.754
202312301,1230,27,5,25.534,2.129
202312301,1230,5,5,26.79,1.257
202312311,1231,16,1,0.0,0.0
202312311,1231,44,1,0.128,0.128
202312311,1231,4,1,0.466,0.338
202312311,1231,81,1,0.964,0.497
202312311,1231,1,1,1.277,0.313
202312311,1231,30,1,1.417,0.139
202312311,1231,63,1,1.673,0.256
202312311,1231,12,1,2.12,0.447
202312311,1231,14,1,2.408,0.289
202312311,1231,18,1,2.896,0.488
202312311,1231,55,1,3.123,0.227
202312311,1231,23,1,3.26,0.137
202312311,1231,10,1,3.691,0.431
202312311,1231,7,1,3.853,0.162
202312311,1231,22,1,4.161,0.308
202312311,1231,20,1,4.344,0.183
202312311,1231,31,1,4.462,0.119
202312311,1231,87,1,4.729,0.267
202312311,1231,27,1,4.954,0.225
202312311,1231,5,1,5.131,0.177
202312311,1231,16,2,0.0,0.0
202312311,1231,44,2,0.446,0.446
202312311,1231,4,2,1.062,0.615
202312311,1231,81,2,1.757,0.696
202312311,1231,1,2,2.197,0.44
202312311,1231,30,2,2.404,0.207
202312311,1231,63,2,3.07,0.667
202312311,1231,12,2,4.032,0.962
202312311,1231,14,2,4.562,0.53
202312311,1231,18,2,4.815,0.254
202312311,1231,55,2,5.39,0.575
202312311,1231,23,2,5.862,0.472
202312311,1231,10,2,6.743,0.881
202312311,1231,7,2,7.506,0.763
202312311,1231,22,2,8.1,0.594
202312311,1231,20,2,8.94,0.84
202312311,1231,31,2,9.322,0.382
202312311,1231,87,2,9.697,0.375
202312311,1231,27,2,10.601,0.904
202312311,1231,5,2,10.822,0.221
202312311,1231,16,3,0.0,0.0
202312311,1231,44,3,0.995,0.995
202312311,1231,4,3,1.315,0.32
202312311,1231,81,3,2.813,1.499
202312311,1231,1,3,3.907,1.094
202312311,1231,30,3,4.46,0.552
202312311,1231,63,3,4.762,0.302
202312311,1231,12,3,5.161,0.399
202312311,1231,14,3,5.817,0.656
202312311,1231,18,3,6.581,0.764
202312311,1231,55,3,7.755,1.174
202312311,1231,23,3,8.508,0.752
202312311,1231,10,3,9.068,0.56
202312311,1231,7,3,9.616,0.548
202312311,1231,22,3,10.638,1.021
202312311,1231,20,3,11.383,0.745
202312311,1231,31,3,12.23,0.847
202312311,1231,87,3,13.194,0.964
202312311,1231,27,3,13.63,0.435
202312311,1231,5,3,14.58,0.951
202312311,1231,16,4,0.0,0.0
202312311,1231,44,4,1.234,1.234
202312311,1231,4,4,1.783,0.549
202312311,1231,81,4,2.705,0.922
202312311,1231,1,4,3.359,0.655
202312311,1231,30,4,4.248,0.888
202312311,1231,63,4,6.066,1.818
202312311,1231,12,4,6.868,0.802
202312311,1231,14,4,7.631,0.763
202312311,1231,18,4,8.761,1.13
202312311,1231,55,4,9.194,0.433
202312311,1231,23,4,10.529,1.335
202312311,1231,10,4,12.223,1.695
202312311,1231,7,4,12.858,0.634
202312311,1231,22,4,13.649,0.791
202312311,1231,20,4,14.716,1.068
202312311,1231,31,4,15.951,1.235
202312311,1231,87,4,16.378,0.427
202312311,1231,27,4,17.805,1.427
202312311,1231,5,4,19.033,1.228
202312311,1231,16,5,0.0,0.0
202312311,1231,44,5,0.771,0.771
202312311,1231,4,5,2.478,1.707
202312311,1231,81,5,3.707,1.228
202312311,1231,1,5,4.397,0.69
202312311,1231,30,5,6.443,2.046
202312311,1231,63,5,6.997,0.554
202312311,1231,12,5,7.557,0.559
202312311,1231,14,5,9.986,2.43
202312311,1231,18,5,11.966,1.98
202312311,1231,55,5,12.603,0.637
202312311,1231,23,5,13.879,1.276
202312311,1231,10,5,15.848,1.97
202312311,1231,7,5,16.659,0.811
202312311,1231,22,5,18.183,1.523
202312311,1231,20,5,18.822,0.639
202312311,1231,31,5,20.007,1.185
202312311,1231,87,5,21.608,1.601
202312311,1231,27,5,22.613,1.006
202312311,1231,5,5,24.414,1.8
202312321,1232,16,1,0.0,0.0
202312321,1232,44,1,0.303,0.303
202312321,1232,4,1,0.587,0.284
202312321,1232,81,1,0.872,0.286
202312321,1232,1,1,1.068,0.196
202312321,1232,30,1,1.296,0.228
202312321,1232,63,1,1.673,0.377
202312321,1232,12,1,1.783,0.11
202312321,1232,14,1,1.972,0.189
202312321,1232,18,1,2.373,0.401
202312321,1232,55,1,2.753,0.38
202312321,1232,23,1,2.89,0.137
202312321,1232,10,1,3.369,0.478
202312321,1232,7,1,3.792,0.424
202312321,1232,22,1,4.198,0.406
202312321,1232,20,1,4.412,0.214
202312321,1232,31,1,4.542,0.13
202312321,1232,87,1,4.668,0.126
202312321,1232,27,1,5.044,0.376
202312321,1232,5,1,5.284,0.24
202312321,1232,16,2,0.0,0.0
202312321,1232,44,2,0.78,0.78
202312321,1232,4,2,1.121,0.341
202312321,1232,81,2,1.656,0.535
202312321,1232,1,2,2.181,0.524
202312321,1232,30,2,3.056,0.875
202312321,1232,63,2,3.488,0.432
202312321,1232,12,2,3.822,0.334
202312321,1232,14,2,4.088,0.266
202312321,1232,18,2,4.538,0.45
202312321,1232,55,2,5.067,0.528
202312321,1232,23,2,5.486,0.419
202312321,1232,10,2,5.925,0.439
202312321,1232,7,2,6.673,0.748
202312321,1232,22,2,6.95,0.277
202312321,1232,20,2,7.48,0.53
202312321,1232,31,2,8.403,0.923
202312321,1232,87,2,8.674,0.271
202312321,1232,27,2,8.912,0.239
202312321,1232,5,2,9.585,0.673
202312321,1232,16,3,0.0,0.0
202312321,1232,44,3,1.275,1.275
202312321,1232,4,3,1.811,0.536
202312321,1232,81,3,2.251,0.44
202312321,1232,1,3,3.215,0.964
202312321,1232,30,3,4.108,0.893
202312321,1232,63,3,4.609,0.501
202312321,1232,12,3,5.635,1.026
202312321,1232,14,3,6.944,1.309
202312321,1232,18,3,7.692,0.747
202312321,1232,55,3,8.411,0.719
202312321,1232,23,3,8.985,0.574
202312321,1232,10,3,10.423,1.438
202312321,1232,7,3,11.188,0.764
202312321,1232,22,3,12.193,1.005
202312321,1232,20,3,13.355,1.163
202312321,1232,31,3,14.847,1.492
202312321,1232,87,3,15.292,0.445
202312321,1232,27,3,16.656,1.363
202312321,1232,5,3,18.117,1.461
202312321,1232,16,4,0.0,0.0
202312321,1232,44,4,1.462,1.462
202312321,1232,4,4,3.434,1.972
202312321,1232,81,4,4.267,0.834
202312321,1232,1,4,5.809,1.542
202312321,1232,30,4,7.027,1.218
202312321,1232,63,4,8.868,1.841
202312321,1232,12,4,9.363,0.495
202312321,1232,14,4,9.955,0.592
202312321,1232,18,4,11.344,1.389
202312321,1232,55,4,11.946,0.603
202312321,1232,23,4,12.544,0.597
202312321,1232,10,4,13.373,0.83
202312321,1232,7,4,15.087,1.714
202312321,1232,22,4,16.992,1.905
202312321,1232,20,4,18.774,1.783
202312321,1232,31,4,19.363,0.589
202312321,1232,87,4,20.949,1.586
202312321,1232,27,4,21.575,0.626
202312321,1232,5,4,22.424,0.849
202312321,1232,16,5,0.0,0.0
202312321,1232,44,5,0.728,0.728
202312321,1232,4,5,3.224,2.496
202312321,1232,81,5,4.987,1.763
202312321,1232,1,5,5.793,0.806
202312321,1232,30,5,6.869,1.076
202312321,1232,63,5,8.636,1.767
202312321,1232,12,5,9.167,0.531
202312321,1232,14,5,10.437,1.27
202312321,1232,18,5,11.272,0.834
202312321,1232,55,5,13.262,1.99
202312321,1232,23,5,14.26,0.998
202312321,1232,10,5,15.726,1.466
202312321,1232,7,5,17.028,1.302
202312321,1232,22,5,18.148,1.12
202312321,1232,20,5,20.029,1.88
202312321,1232,31,5,21.2,1.171
202312321,1232,87,5,22.612,1.412
202312321,1232,27,5,23.945,1.333
202312321,1232,5,5,25.198,1.253
202312331,1233,16,1,0.0,0.0
202312331,1233,44,1,0.146,0.146
202312331,1233,4,1,0.373,0.227
202312331,1233,81,1,0.505,0.132
202312331,1233,1,1,0.697,0.192
202312331,1233,30,1,0.984,0.287
202312331,1233,63,1,1.365,0.381
202312331,1233,12,1,1.704,0.34
202312331,1233,14,1,1.986,0.282
202312331,1233,18,1,2.19,0.204
202312331,1233,55,1,2.448,0.258
202312331,1233,23,1,2.903,0.454
202312331,1233,10,1,3.182,0.28
202312331,1233,7,1,3.508,0.326
202312331,1233,22,1,3.832,0.324
202312331,1233,20,1,3.978,0.146
202312331,1233,31,1,4.427,0.449
202312331,1233,87,1,4.697,0.27
202312331,1233,27,1,5.082,0.385
202312331,1233,5,1,5.449,0.366
202312331,1233,16,2,0.0,0.0
202312331,1233,44,2,0.696,0.696
202312331,1233,4,2,1.02,0.324
202312331,1233,81,2,1.458,0.438
202312331,1233,1,2,2.107,0.649
202312331,1233,30,2,2.814,0.708
202312331,1233,63,2,3.477,0.663
202312331,1233,12,2,4.245,0.767
202312331,1233,14,2,4.912,0.667
202312331,1233,18,2,5.178,0.266
202312331,1233,55,2,5.578,0.4
202312331,1233,23,2,5.873,0.295
202312331,1233,10,2,6.2,0.327
202312331,1233,7,2,7.142,0.942
202312331,1233,22,2,7.41,0.268
202312331,1233,20,2,8.362,0.952
202312331,1233,31,2,8.822,0.461
202312331,1233,87,2,9.202,0.38
202312331,1233,27,2,9.409,0.207
202312331,1233,5,2,10.03,0.62
202312331,1233,16,3,0.0,0.0
202312331,1233,44,3,0.697,0.697
202312331,1233,4,3,1.402,0.705
202312331,1233,81,3,2.875,1.472
202312331,1233,1,3,3.182,0.308
202312331,1233,30,3,3.491,0.309
202312331,1233,63,3,4.456,0.965
202312331,1233,12,3,5.098,0.642
202312331,1233,14,3,6.171,1.073
202312331,1233,18,3,6.906,0.735
202312331,1233,55,3,7.981,1.075
202312331,1233,23,3,8.3,0.318
202312331,1233,10,3,9.602,1.302
202312331,1233,7,3,10.624,1.022
202312331,1233,22,3,11.833,1.209
202312331,1233,20,3,12.57,0.737
202312331,1233,31,3,13.545,0.975
202312331,1233,87,3,14.017,0.472
202312331,1233,27,3,15.335,1.318
202312331,1233,5,3,16.427,1.093
202312331,1233,16,4,0.0,0.0
202312331,1233,44,4,0.834,0.834
202312331,1233,4,4,2.143,1.309
202312331,1233,81,4,3.999,1.856
202312331,1233,1,4,5.753,1.754
202312331,1233,30,4,7.167,1.415
202312331,1233,63,4,7.819,0.652
202312331,1233,12,4,8.381,0.562
202312331,1233,14,4,9.73,1.349
202312331,1233,18,4,11.145,1.415
202312331,1233,55,4,11.785,0.64
202312331,1233,23,4,12.311,0.526
202312331,1233,10,4,13.489,1.178
202312331,1233,7,4,13.925,0.437
202312331,1233,22,4,14.404,0.479
202312331,1233,20,4,16.365,1.961
202312331,1233,31,4,17.119,0.753
202312331,1233,87,4,18.524,1.405
202312331,1233,27,4,19.73,1.206
202312331,1233,5,4,21.153,1.423
202312331,1233,16,5,0.0,0.0
202312331,1233,44,5,0.986,0.986
202312331,1233,4,5,2.587,1.6
202312331,1233,81,5,3.577,0.991
202312331,1233,1,5,4.406,0.829
202312331,1233,30,5,5.595,1.189
202312331,1233,63,5,7.308,1.713
202312331,1233,12,5,8.139,0.831
202312331,1233,14,5,9.59,1.451
202312331,1233,18,5,11.192,1.601
202312331,1233,55,5,13.322,2.13
202312331,1233,23,5,14.978,1.656
202312331,1233,10,5,16.388,1.41
202312331,1233,7,5,18.448,2.06
202312331,1233,22,5,19.742,1.294
202312331,1233,20,5,20.68,0.937
202312331,1233,31,5,21.298,0.619
202312331,1233,87,5,21.954,0.656
202312331,1233,27,5,24.253,2.299
202312331,1233,5,5,25.658,1.405
202312341,1234,16,1,0.0,0.0
202312341,1234,44,1,0.101,0.101
202312341,1234,4,1,0.559,0.458
202312341,1234,81,1,0.791,0.232
202312341,1234,1,1,1.207,0.416
202312341,1234,30,1,1.388,0.18
202312341,1234,63,1,1.617,0.23
202312341,1234,12,1,1.813,0.196
202312341,1234,14,1,2.17,0.356
202312341,1234,18,1,2.408,0.239
202312341,1234,55,1,2.588,0.18
202312341,1234,23,1,3.078,0.49
202312341,1234,10,1,3.522,0.444
202312341,1234,7,1,3.743,0.22
202312341,1234,22,1,3.876,0.133
202312341,1234,20,1,4.056,0.179
202312341,1234,31,1,4.369,0.314
202312341,1234,87,1,4.803,0.434
202312341,1234,27,1,5.255,0.452
202312341,1234,5,1,5.492,0.237
202312341,1234,16,2,0.0,0.0
202312341,1234,44,2,0.689,0.689
202312341,1234,4,2,1.675,0.987
202312341,1234,81,2,2.01,0.335
202312341,1234,1,2,2.312,0.302
202312341,1234,30,2,3.287,0.975
202312341,1234,63,2,3.708,0.421
202312341,1234,12,2,4.439,0.731
202312341,1234,14,2,5.077,0.638
202312341,1234,18,2,5.294,0.218
202312341,1234,55,2,6.266,0.972
202312341,1234,23,2,6.814,0.548
202312341,1234,10,2,7.261,0.446
202312341,1234,7,2,7.551,0.29
202312341,1234,22,2,8.494,0.943
202312341,1234,20,2,9.444,0.95
202312341,1234,31,2,9.792,0.348
202312341,1234,87,2,10.254,0.462
202312341,1234,27,2,11.028,0.774
202312341,1234,5,2,11.78,0.752
202312341,1234,16,3,0.0,0.0
202312341,1234,44,3,0.977,0.977
202312341,1234,4,3,2.156,1.18
202312341,1234,81,3,3.287,1.13
202312341,1234,1,3,4.024,0.737
202312341,1234,30,3,5.216,1.192
202312341,1234,63,3,6.161,0.945
202312341,1234,12,3,6.469,0.308
202312341,1234,14,3,7.66,1.191
202312341,1234,18,3,8.892,1.232
202312341,1234,55,3,9.235,0.343
202312341,1234,23,3,9.55,0.314
202312341,1234,10,3,10.51,0.961
202312341,1234,7,3,11.654,1.144
202312341,1234,22,3,12.465,0.811
202312341,1234,20,3,12.961,0.495
202312341,1234,31,3,13.9,0.94
202312341,1234,87,3,15.059,1.158
202312341,1234,27,3,16.521,1.462
202312341,1234,5,3,17.035,0.514
202312341,1234,16,4,0.0,0.0
202312341,1234,44,4,1.541,1.541
202312341,1234,4,4,2.468,0.927
202312341,1234,81,4,3.003,0.536
202312341,1234,1,4,3.86,0.857
202312341,1234,30,4,5.663,1.803
202312341,1234,63,4,6.072,0.409
202312341,1234,12,4,6.933,0.861
202312341,1234,14,4,8.664,1.732
202312341,1234,18,4,9.234,0.569
202312341,1234,55,4,10.896,1.662
202312341,1234,23,4,11.33,0.434
202312341,1234,10,4,12.011,0.68
202312341,1234,7,4,12.494,0.484
202312341,1234,22,4,12.955,0.46
202312341,1234,20,4,13.413,0.458
202312341,1234,31,4,14.226,0.813
202312341,1234,87,4,15.592,1.366
202312341,1234,27,4,16.853,1.261
202312341,1234,5,4,17.408,0.555
202312341,1234,16,5,0.0,0.0
202312341,1234,44,5,1.035,1.035
202312341,1234,4,5,3.237,2.202
202312341,1234,81,5,4.21,0.973
202312341,1234,1,5,5.988,1.778
202312341,1234,30,5,8.135,2.147
202312341,1234,63,5,9.131,0.996
202312341,1234,12,5,10.719,1.588
202312341,1234,14,5,12.297,1.579
202312341,1234,18,5,13.652,1.354
202312341,1234,55,5,15.963,2.311
202312341,1234,23,5,16.761,0.798
202312341,1234,10,5,17.321,0.56
202312341,1234,7,5,19.731,2.411
202312341,1234,22,5,21.837,2.105
202312341,1234,20,5,22.522,0.686
202312341,1234,31,5,24.958,2.436
202312341,1234,87,5,26.895,1.937
202312341,1234,27,5,28.365,1.47
202312341,1234,5,5,29.745,1.38
202312351,1235,16,1,0.0,0.0
202312351,1235,44,1,0.49,0.49
202312351,1235,4,1,0.774,0.284
202312351,1235,81,1,1.018,0.243
202312351,1235,1,1,1.508,0.49
202312351,1235,30,1,1.874,0.366
202312351,1235,63,1,1.982,0.108
202312351,1235,12,1,2.366,0.384
202312351,1235,14,1,2.778,0.412
202312351,1235,18,1,2.895,0.117
202312351,1235,55,1,3.047,0.151
202312351,1235,23,1,3.402,0.355
202312351,1235,10,1,3.738,0.337
202312351,1235,7,1,4.223,0.484
202312351,1235,22,1,4.398,0.176
202312351,1235,20,1,4.897,0.499
202312351,1235,31,1,5.035,0.137
202312351,1235,87,1,5.397,0.363
202312351,1235,27,1,5.79,0.392
202312351,1235,5,1,6.166,0.376
202312351,1235,16,2,0.0,0.0
202312351,1235,44,2,0.398,0.398
202312351,1235,4,2,0.937,0.539
202312351,1235,81,2,1.535,0.598
202312351,1235,1,2,2.271,0.737
202312351,1235,30,2,2.561,0.289
202312351,1235,63,2,2.976,0.415
202312351,1235,12,2,3.236,0.26
202312351,1235,14,2,4.067,0.831
202312351,1235,18,2,4.462,0.395
202312351,1235,55,2,4.808,0.346
202312351,1235,23,2,5.489,0.682
202312351,1235,10,2,6.237,0.748
202312351,1235,7,2,6.657,0.419
202312351,1235,22,2,7.198,0.542
202312351,1235,20,2,7.683,0.484
202312351,1235,31,2,8.292,0.609
202312351,1235,87,2,8.66,0.369
202312351,1235,27,2,9.481,0.82
202312351,1235,5,2,9.803,0.322
202312351,1235,16,3,0.0,0.0
202312351,1235,44,3,1.475,1.475
202312351,1235,4,3,2.353,0.878
202312351,1235,81,3,2.984,0.631
202312351,1235,1,3,4.284,1.3
202312351,1235,30,3,4.943,0.659
202312351,1235,63,3,5.71,0.767
202312351,1235,12,3,6.874,1.163
202312351,1235,14,3,8.164,1.29
202312351,1235,18,3,9.427,1.264
202312351,1235,55,3,9.76,0.333
202312351,1235,23,3,10.172,0.412
202312351,1235,10,3,10.908,0.736
202312351,1235,7,3,11.631,0.723
202312351,1235,22,3,13.043,1.412
202312351,1235,20,3,13.907,0.864
202312351,1235,31,3,15.234,1.328
202312351,1235,87,3,16.329,1.095
202312351,1235,27,3,17.11,0.781
202312351,1235,5,3,18.24,1.13
202312351,1235,16,4,0.0,0.0
202312351,1235,44,4,1.077,1.077
202312351,1235,4,4,2.728,1.651
202312351,1235,81,4,3.452,0.724
202312351,1235,1,4,3.977,0.525
202312351,1235,30,4,4.454,0.477
202312351,1235,63,4,6.365,1.911
202312351,1235,12,4,7.849,1.484
202312351,1235,14,4,9.498,1.65
202312351,1235,18,4,11.437,1.939
202312351,1235,55,4,12.546,1.109
202312351,1235,23,4,13.208,0.662
202312351,1235,10,4,15.132,1.924
202312351,1235,7,4,15.675,0.542
202312351,1235,22,4,16.817,1.142
202312351,1235,20,4,17.223,0.407
202312351,1235,31,4,18.983,1.759
202312351,1235,87,4,20.488,1.506
202312351,1235,27,4,21.352,0.864
202312351,1235,5,4,22.846,1.494
202312351,1235,16,5,0.0,0.0
202312351,1235,44,5,1.313,1.313
202312351,1235,4,5,1.844,0.531
202312351,1235,81,5,4.314,2.47
202312351,1235,1,5,6.329,2.015
202312351,1235,30,5,6.928,0.599
202312351,1235,63,5,7.502,0.574
202312351,1235,12,5,8.587,1.086
202312351,1235,14,5,9.314,0.726
202312351,1235,18,5,10.789,1.475
202312351,1235,55,5,13.108,2.319
202312351,1235,23,5,15.204,2.096
202312351,1235,10,5,16.759,1.555
202312351,1235,7,5,18.597,1.838
202312351,1235,22,5,20.67,2.072
202312351,1235,20,5,22.551,1.881
202312351,1235,31,5,24.578,2.027
202312351,1235,87,5,26.615,2.038
202312351,1235,27,5,28.686,2.071
202312351,1235,5,5,29.32,0.634
202312361,1236,16,1,0.0,0.0
202312361,1236,44,1,0.253,0.253
202312361,1236,4,1,0.545,0.292
202312361,1236,81,1,0.875,0.33
202312361,1236,1,1,1.136,0.26
202312361,1236,30,1,1.541,0.406
202312361,1236,63,1,1.955,0.414
202312361,1236,12,1,2.423,0.467
202312361,1236,14,1,2.559,0.136
202312361,1236,18,1,2.897,0.338
202312361,1236,55,1,3.159,0.262
202312361,1236,23,1,3.587,0.428
202312361,1236,10,1,3.691,0.104
202312361,1236,7,1,3.908,0.217
202312361,1236,22,1,4.015,0.107
202312361,1236,20,1,4.235,0.22
202312361,1236,31,1,4.432,0.197
202312361,1236,87,1,4.746,0.314
202312361,1236,27,1,5.208,0.462
202312361,1236,5,1,5.444,0.236
202312361,1236,16,2,0.0,0.0
202312361,1236,44,2,0.674,0.674
202312361,1236,4,2,1.158,0.484
202312361,1236,81,2,1.675,0.518
202312361,1236,1,2,2.255,0.579
202312361,1236,30,2,2.507,0.253
202312361,1236,63,2,3.022,0.515
202312361,1236,12,2,3.387,0.365
202312361,1236,14,2,4.243,0.856
202312361,1236,18,2,4.672,0.428
202312361,1236,55,2,5.383,0.711
202312361,1236,23,2,5.838,0.455
202312361,1236,10,2,6.102,0.263
