session_key,meeting_key,driver_number,position,q1,q2,q3
202412310,1231,63,8,80.666,80.539,80.199
202412310,1231,55,9,80.835,80.634,80.313
202412310,1231,23,10,80.93,80.695,80.538
202412310,1231,14,11,80.981,80.827,
202412310,1231,18,12,81.104,80.89,
202412310,1231,7,13,81.161,80.983,
202412310,1231,10,14,81.183,81.048,
202412310,1231,20,15,81.367,81.207,
202412310,1231,22,16,81.436,,
202412310,1231,87,17,81.661,,
202412310,1231,31,18,81.668,,
202412310,1231,27,19,81.846,,
202412310,1231,5,20,81.811,,
202412320,1232,81,1,80.065,79.856,79.535
202412320,1232,44,2,80.111,79.873,79.75
202412320,1232,30,3,80.175,80.002,79.82
202412320,1232,16,4,80.311,80.141,79.921
202412320,1232,63,5,80.41,80.208,79.999
202412320,1232,4,6,80.539,80.28,80.118
202412320,1232,1,7,80.562,80.391,80.182
202412320,1232,12,8,80.681,80.387,80.289
202412320,1232,23,9,80.774,80.573,80.365
202412320,1232,18,10,80.89,80.742,80.509
202412320,1232,55,11,80.984,80.818,
202412320,1232,14,12,81.138,80.885,
202412320,1232,7,13,81.083,81.009,
202412320,1232,22,14,81.21,81.094,
202412320,1232,31,15,81.471,81.207,
202412320,1232,10,16,81.511,,
202412320,1232,87,17,81.456,,
202412320,1232,20,18,81.699,,
202412320,1232,27,19,81.754,,
202412320,1232,5,20,81.826,,
202412330,1233,44,1,80.045,79.796,79.601
202412330,1233,1,2,80.164,79.859,79.736
202412330,1233,30,3,80.251,79.935,79.765
202412330,1233,16,4,80.338,80.078,79.851
202412330,1233,81,5,80.364,80.201,80.021
202412330,1233,4,6,80.57,80.277,80.129
202412330,1233,63,7,80.535,80.409,80.094
202412330,1233,12,8,80.637,80.514,80.345
202412330,1233,23,9,80.761,80.691,80.377
202412330,1233,55,10,80.813,80.72,80.504
202412330,1233,10,11,80.994,80.759,
202412330,1233,18,12,81.169,80.856,
202412330,1233,14,13,81.198,81.016,
202412330,1233,22,14,81.25,81.162,
202412330,1233,7,15,81.431,81.184,
202412330,1233,20,16,81.479,,
202412330,1233,87,17,81.602,,
202412330,1233,31,18,81.739,,
202412330,1233,5,19,81.78,,
202412330,1233,27,20,81.891,,
202412340,1234,4,1,79.932,79.844,79.544
202412340,1234,1,2,80.082,79.921,79.702
202412340,1234,30,3,80.195,79.99,79.862
202412340,1234,81,4,80.239,80.155,79.855
202412340,1234,16,5,80.433,80.209,80.004
202412340,1234,12,6,80.531,80.406,80.101
202412340,1234,63,7,80.721,80.392,80.188
202412340,1234,44,8,80.732,80.487,80.283
202412340,1234,18,9,80.739,80.649,80.366
202412340,1234,23,10,80.911,80.752,80.58
202412340,1234,14,11,81.025,80.695,
202412340,1234,55,12,81.057,80.826,
202412340,1234,10,13,81.153,81.024,
202412340,1234,7,14,81.259,81.153,
202412340,1234,22,15,81.391,81.157,
202412340,1234,20,16,81.437,,
202412340,1234,87,17,81.603,,
202412340,1234,31,18,81.734,,
202412340,1234,27,19,81.871,,
202412340,1234,5,20,81.834,,
202412350,1235,44,1,80.023,79.802,79.492
202412350,1235,16,2,80.081,79.891,79.617
202412350,1235,81,3,80.241,80.032,79.791
202412350,1235,63,4,80.395,80.059,79.864
202412350,1235,4,5,80.38,80.181,80.025
202412350,1235,1,6,80.527,80.327,79.95
202412350,1235,30,7,80.559,80.448,80.193
202412350,1235,12,8,80.758,80.433,80.25
202412350,1235,55,9,80.74,80.656,80.396
202412350,1235,14,10,80.946,80.666,80.565
202412350,1235,23,11,80.988,80.796,
202412350,1235,18,12,81.105,80.94,
202412350,1235,7,13,81.164,80.993,
202412350,1235,22,14,81.274,81.174,
202412350,1235,10,15,81.38,81.149,
202412350,1235,20,16,81.534,,
202412350,1235,87,17,81.598,,
202412350,1235,31,18,81.767,,
202412350,1235,5,19,81.844,,
202412350,1235,27,20,81.987,,
202412360,1236,1,1,79.899,79.831,79.477
202412360,1236,4,2,80.031,79.843,79.698
202412360,1236,44,3,80.216,79.979,79.759
202412360,1236,30,4,80.213,80.058,79.902
202412360,1236,81,5,80.419,80.242,79.948
202412360,1236,63,6,80.493,80.218,80.117
202412360,1236,16,7,80.7,80.401,80.267
202412360,1236,12,8,80.718,80.599,80.229
202412360,1236,14,9,80.868,80.578,80.364
202412360,1236,55,10,80.937,80.784,80.524
202412360,1236,18,11,80.953,80.839,
202412360,1236,23,12,81.092,80.874,
202412360,1236,10,13,81.23,80.954,
202412360,1236,7,14,81.352,81.162,
202412360,1236,20,15,81.416,81.302,
202412360,1236,31,16,81.555,,
202412360,1236,22,17,81.592,,
202412360,1236,87,18,81.692,,
202412360,1236,5,19,81.809,,
202412360,1236,27,20,81.866,,
202412370,1237,12,1,79.943,79.816,79.571
202412370,1237,44,2,80.117,80.035,79.666
202412370,1237,30,3,80.281,80.033,79.852
202412370,1237,16,4,80.34,80.093,79.866
202412370,1237,1,5,80.515,80.244,79.97
202412370,1237,81,6,80.533,80.338,80.081
202412370,1237,4,7,80.564,80.388,80.211
202412370,1237,63,8,80.784,80.548,80.254
202412370,1237,14,9,80.921,80.724,80.329
202412370,1237,23,10,80.875,80.806,80.396
202412370,1237,55,11,81.089,80.839,
202412370,1237,18,12,81.101,80.966,
202412370,1237,10,13,81.201,81.009,
202412370,1237,20,14,81.447,81.113,
202412370,1237,7,15,81.464,81.144,
202412370,1237,22,16,81.552,,
202412370,1237,31,17,81.601,,
202412370,1237,87,18,81.598,,
202412370,1237,5,19,81.831,,
202412370,1237,27,20,81.896,,
202412380,1238,1,1,79.995,79.705,79.562
202412380,1238,16,2,80.107,79.924,79.681
202412380,1238,4,3,80.151,80.022,79.745
202412380,1238,44,4,80.403,80.163,79.922
202412380,1238,30,5,80.424,80.153,80.008
202412380,1238,63,6,80.55,80.31,80.118
202412380,1238,81,7,80.574,80.418,80.237
202412380,1238,12,8,80.716,80.471,80.184
202412380,1238,23,9,80.807,80.591,80.471
202412380,1238,55,10,80.924,80.731,80.517
202412380,1238,18,11,80.982,80.762,
202412380,1238,14,12,81.121,80.983,
202412380,1238,22,13,81.201,80.971,
202412380,1238,10,14,81.303,81.084,
202412380,1238,20,15,81.369,81.241,
202412380,1238,87,16,81.451,,
202412380,1238,31,17,81.586,,
202412380,1238,7,18,81.625,,
202412380,1238,27,19,81.788,,
202412380,1238,5,20,81.952,,
202412390,1239,16,1,80.001,79.793,79.649
202412390,1239,81,2,80.072,79.857,79.725
202412390,1239,44,3,80.077,79.991,79.799
202412390,1239,4,4,80.346,80.08,79.959
202412390,1239,63,5,80.398,80.192,79.988
202412390,1239,12,6,80.558,80.342,80.123
202412390,1239,1,7,80.635,80.448,80.169
202412390,1239,30,8,80.69,80.502,80.259
202412390,1239,18,9,80.8,80.571,80.463
202412390,1239,14,10,80.809,80.695,80.437
202412390,1239,23,11,80.912,80.764,
202412390,1239,55,12,81.121,80.867,
202412390,1239,22,13,81.271,80.957,
202412390,1239,20,14,81.375,81.123,
202412390,1239,7,15,81.344,81.275,
202412390,1239,31,16,81.551,,
202412390,1239,10,17,81.572,,
202412390,1239,87,18,81.756,,
202412390,1239,27,19,81.747,,
202412390,1239,5,20,81.91,,
202412400,1240,30,1,80.053,79.799,79.621
202412400,1240,44,2,80.152,79.916,79.736
202412400,1240,16,3,80.223,80.004,79.776
202412400,1240,4,4,80.359,80.047,79.903
202412400,1240,81,5,80.345,80.19,79.963
202412400,1240,1,6,80.518,80.287,80.056
202412400,1240,63,7,80.564,80.407,80.111
202412400,1240,12,8,80.747,80.427,80.297
202412400,1240,23,9,80.795,80.696,80.409
202412400,1240,55,10,80.891,80.648,80.442
202412400,1240,18,11,81.022,80.767,
202412400,1240,14,12,81.092,80.899,
202412400,1240,22,13,81.307,81.061,
202412400,1240,7,14,81.268,81.053,
202412400,1240,10,15,81.399,81.165,
202412400,1240,31,16,81.41,,
202412400,1240,20,17,81.575,,
202412400,1240,87,18,81.653,,
202412400,1240,5,19,81.871,,
202412400,1240,27,20,81.869,,
202412410,1241,63,1,79.968,79.814,79.596
202412410,1241,30,2,80.134,79.928,79.76
202412410,1241,16,3,80.156,79.948,79.853
202412410,1241,44,4,80.206,80.099,79.919
202412410,1241,1,5,80.393,80.228,80.044
202412410,1241,4,6,80.458,80.332,80.032
202412410,1241,81,7,80.634,80.429,80.162
202412410,1241,12,8,80.715,80.435,80.293
202412410,1241,18,9,80.786,80.681,80.363
202412410,1241,23,10,80.875,80.705,80.544
202412410,1241,14,11,80.949,80.839,
202412410,1241,55,12,81.109,80.787,
202412410,1241,10,13,81.24,80.922,
202412410,1241,7,14,81.35,81.085,
202412410,1241,20,15,81.484,81.199,
202412410,1241,22,16,81.526,,
202412410,1241,31,17,81.579,,
202412410,1241,5,18,81.724,,
202412410,1241,87,19,81.751,,
202412410,1241,27,20,81.901,,
202412420,1242,44,1,79.967,79.776,79.542
202412420,1242,16,2,80.052,79.856,79.703
202412420,1242,1,3,80.232,79.988,79.807
202412420,1242,4,4,80.307,80.095,79.95
202412420,1242,81,5,80.476,80.175,79.991
202412420,1242,30,6,80.488,80.21,80.066
202412420,1242,12,7,80.631,80.407,80.166
202412420,1242,63,8,80.779,80.551,80.293
202412420,1242,23,9,80.824,80.599,80.347
202412420,1242,18,10,80.891,80.757,80.436
202412420,1242,55,11,81.046,80.787,
202412420,1242,14,12,81.155,80.871,
202412420,1242,7,13,81.186,81.02,
202412420,1242,20,14,81.278,81.024,
202412420,1242,10,15,81.379,81.215,
202412420,1242,87,16,81.502,,
202412420,1242,22,17,81.622,,
202412420,1242,31,18,81.67,,
202412420,1242,27,19,81.796,,
202412420,1242,5,20,81.948,,
202412430,1243,30,1,79.901,79.705,79.622
202412430,1243,81,2,80.139,79.855,79.733
202412430,1243,44,3,80.23,80.031,79.816
202412430,1243,63,4,80.224,79.99,79.838
202412430,1243,16,5,80.447,80.22,80.021
202412430,1243,1,6,80.596,80.371,80.059
202412430,1243,4,7,80.581,80.451,80.278
202412430,1243,12,8,80.623,80.453,80.367
202412430,1243,23,9,80.875,80.596,80.37
202412430,1243,14,10,80.88,80.687,80.474
202412430,1243,18,11,80.918,80.735,
202412430,1243,55,12,81.151,80.992,
202412430,1243,10,13,81.152,81.054,
202412430,1243,7,14,81.329,81.063,
202412430,1243,22,15,81.389,81.188,
202412430,1243,20,16,81.468,,
202412430,1243,31,17,81.635,,
202412430,1243,87,18,81.739,,
202412430,1243,5,19,81.737,,
202412430,1243,27,20,81.823,,
202412440,1244,16,1,80.013,79.826,79.641
202412440,1244,81,2,80.131,79.871,79.689
202412440,1244,30,3,80.226,80.024,79.815
202412440,1244,1,4,80.407,80.132,79.793
202412440,1244,44,5,80.423,80.239,79.969
202412440,1244,12,6,80.561,80.28,80.135
202412440,1244,4,7,80.549,80.413,80.241
202412440,1244,63,8,80.6,80.548,80.303
202412440,1244,14,9,80.887,80.647,80.435
202412440,1244,18,10,80.902,80.73,80.548
202412440,1244,7,11,80.999,80.875,
202412440,1244,55,12,81.007,80.873,
202412440,1244,23,13,81.18,80.963,
202412440,1244,10,14,81.183,81.133,
202412440,1244,22,15,81.417,81.179,
202412440,1244,20,16,81.507,,
202412440,1244,31,17,81.581,,
202412440,1244,87,18,81.642,,
202412440,1244,27,19,81.825,,
202412440,1244,5,20,81.895,,
202412450,1245,16,1,80.004,79.718,79.578
202412450,1245,30,2,80.096,79.941,79.663
202412450,1245,4,3,80.178,79.98,79.864
202412450,1245,1,4,80.372,80.11,79.915
202412450,1245,63,5,80.375,80.164,79.936
202412450,1245,44,6,80.497,80.263,80.134
202412450,1245,12,7,80.491,80.392,80.217
202412450,1245,81,8,80.651,80.503,80.356
202412450,1245,23,9,80.91,80.631,80.441
202412450,1245,55,10,80.809,80.744,80.369
202412450,1245,18,11,80.999,80.822,
202412450,1245,14,12,80.986,80.932,
202412450,1245,10,13,81.169,81.013,
202412450,1245,7,14,81.179,81.134,
202412450,1245,31,15,81.428,81.181,
202412450,1245,22,16,81.509,,
202412450,1245,87,17,81.547,,
202412450,1245,20,18,81.668,,
202412450,1245,5,19,81.879,,
202412450,1245,27,20,81.877,,
202412460,1246,44,1,79.99,79.879,79.653
202412460,1246,16,2,80.001,79.832,79.596
202412460,1246,1,3,80.123,79.921,79.845
202412460,1246,81,4,80.236,80.057,79.858
202412460,1246,4,5,80.413,80.178,80.055
202412460,1246,30,6,80.424,80.259,80.181
202412460,1246,12,7,80.623,80.384,80.138
202412460,1246,63,8,80.685,80.48,80.255
202412460,1246,18,9,80.793,80.608,80.371
202412460,1246,55,10,80.889,80.794,80.534
202412460,1246,14,11,81.028,80.873,
202412460,1246,23,12,80.997,80.887,
202412460,1246,7,13,81.182,80.987,
202412460,1246,87,14,81.232,81.094,
202412460,1246,10,15,81.406,81.233,
202412460,1246,31,16,81.465,,
202412460,1246,22,17,81.582,,
202412460,1246,20,18,81.662,,
202412460,1246,27,19,81.811,,
202412460,1246,5,20,81.882,,
202412470,1247,1,1,80.051,79.825,79.563
202412470,1247,30,2,80.131,79.927,79.652
202412470,1247,4,3,80.262,80.077,79.856
202412470,1247,63,4,80.233,80.016,79.916
202412470,1247,44,5,80.407,80.188,79.989
202412470,1247,81,6,80.565,80.376,80.041
202412470,1247,16,7,80.643,80.364,80.218
202412470,1247,12,8,80.639,80.516,80.321
202412470,1247,23,9,80.767,80.625,80.425
202412470,1247,14,10,81.001,80.708,80.593
202412470,1247,55,11,81.011,80.809,
202412470,1247,7,12,81.197,80.856,
202412470,1247,22,13,81.208,81.042,
202412470,1247,10,14,81.268,81.118,
202412470,1247,20,15,81.302,81.199,
202412470,1247,18,16,81.606,,
202412470,1247,31,17,81.614,,
202412470,1247,87,18,81.669,,
202412470,1247,27,19,81.799,,
202412470,1247,5,20,81.926,,
202412480,1248,16,1,80.058,79.812,79.651
202412480,1248,81,2,80.07,79.85,79.744
202412480,1248,4,3,80.158,79.979,79.888
202412480,1248,63,4,80.284,80.085,80.019
202412480,1248,44,5,80.406,80.222,80.055
202412480,1248,1,6,80.472,80.295,80.078
202412480,1248,12,7,80.553,80.46,80.223
202412480,1248,30,8,80.719,80.452,80.242
202412480,1248,14,9,80.756,80.626,80.386
202412480,1248,18,10,80.899,80.658,80.585
202412480,1248,55,11,81.05,80.817,
202412480,1248,23,12,81.131,80.938,
202412480,1248,7,13,81.27,80.906,
202412480,1248,22,14,81.326,81.01,
202412480,1248,20,15,81.421,81.206,
202412480,1248,87,16,81.467,,
202412480,1248,10,17,81.617,,
202412480,1248,31,18,81.626,,
202412480,1248,27,19,81.794,,
202412480,1248,5,20,81.93,,
202412500,1250,4,1,79.995,79.826,79.511
202412500,1250,16,2,80.025,79.961,79.73
202412500,1250,1,3,80.254,79.972,79.838
202412500,1250,44,4,80.379,79.977,79.924
202412500,1250,81,5,80.39,80.248,80.045
202412500,1250,30,6,80.51,80.333,80.033
202412500,1250,63,7,80.677,80.388,80.243
202412500,1250,12,8,80.702,80.477,80.299
202412500,1250,14,9,80.839,80.567,80.354
202412500,1250,55,10,80.916,80.699,80.482
202412500,1250,23,11,81.026,80.854,
202412500,1250,18,12,81.065,80.916,
202412500,1250,7,13,81.249,80.951,
202412500,1250,87,14,81.243,81.063,
202412500,1250,10,15,81.395,81.214,
202412500,1250,31,16,81.522,,
202412500,1250,22,17,81.625,,
202412500,1250,20,18,81.626,,
202412500,1250,5,19,81.785,,
202412500,1250,27,20,81.848,,
202412510,1251,44,1,79.983,79.807,79.605
202412510,1251,63,2,80.055,79.851,79.66
202412510,1251,16,3,80.233,79.91,79.816
202412510,1251,30,4,80.328,80.076,80.028
202412510,1251,1,5,80.434,80.21,80.11
202412510,1251,12,6,80.501,80.295,80.056
202412510,1251,81,7,80.581,80.407,80.22
202412510,1251,4,8,80.733,80.597,80.302
202412510,1251,55,9,80.776,80.658,80.32
202412510,1251,23,10,80.844,80.669,80.506
202412510,1251,18,11,80.974,80.766,
202412510,1251,22,12,81.073,80.999,
202412510,1251,14,13,81.191,80.96,
202412510,1251,20,14,81.306,81.066,
202412510,1251,7,15,81.416,81.217,
202412510,1251,31,16,81.49,,
202412510,1251,10,17,81.643,,
202412510,1251,87,18,81.656,,
202412510,1251,5,19,81.884,,
202412510,1251,27,20,81.971,,
202412520,1252,63,1,80.086,79.827,79.56
202412520,1252,16,2,80.128,79.902,79.731
202412520,1252,81,3,80.174,79.958,79.724
202412520,1252,4,4,80.251,80.088,79.882
202412520,1252,1,5,80.389,80.19,79.971
202412520,1252,44,6,80.443,80.266,80.11
202412520,1252,30,7,80.613,80.414,80.226
202412520,1252,12,8,80.743,80.451,80.25
202412520,1252,23,9,80.818,80.634,80.361
202412520,1252,14,10,80.954,80.706,80.57
202412520,1252,55,11,80.974,80.739,
202412520,1252,18,12,81.1,80.851,
202412520,1252,20,13,81.157,80.952,
202412520,1252,22,14,81.279,81.051,
202412520,1252,7,15,81.383,81.231,
202412520,1252,87,16,81.472,,
202412520,1252,10,17,81.599,,
202412520,1252,31,18,81.703,,
202412520,1252,5,19,81.745,,
202412520,1252,27,20,81.973,,
202412530,1253,12,1,79.992,79.865,79.562
202412530,1253,1,2,80.08,79.908,79.609
202412530,1253,4,3,80.187,79.938,79.86
202412530,1253,16,4,80.287,80.081,79.875
202412530,1253,44,5,80.378,80.267,80.036
202412530,1253,81,6,80.5,80.352,80.092
202412530,1253,30,7,80.585,80.424,80.217
202412530,1253,63,8,80.664,80.475,80.364
202412530,1253,23,9,80.757,80.551,80.38
202412530,1253,18,10,80.904,80.663,80.507
202412530,1253,14,11,81.016,80.92,
202412530,1253,55,12,81.053,80.892,
202412530,1253,10,13,81.187,81.059,
202412530,1253,7,14,81.287,81.088,
202412530,1253,31,15,81.347,81.217,
202412530,1253,22,16,81.563,,
202412530,1253,20,17,81.588,,
202412530,1253,87,18,81.623,,
202412530,1253,5,19,81.828,,
202412530,1253,27,20,81.911,,
